name,time,application,num_replicas,batch_size
cifar10-81,12915.664154,cifar10,8,4096
cifar10-82,13274.664203,cifar10,6,2048
bert-83,13400.664215,bert,16,384
bert-84,13415.664219,bert,8,384
cifar10-85,13753.664271000001,cifar10,12,4096
deepspeech2-86,13829.664278999999,deepspeech2,8,640
cifar10-87,13930.664293,cifar10,4,4096
deepspeech2-88,14129.664325,deepspeech2,6,640
cifar10-89,14302.664359999999,cifar10,8,2048
cifar10-90,14312.664371,cifar10,4,4096
cifar10-91,14547.664406,cifar10,4,4096
deepspeech2-92,14560.664408,deepspeech2,8,320
cifar10-93,14957.664490000001,cifar10,8,2048
cifar10-94,15018.664494999999,cifar10,12,4096
deepspeech2-95,15609.664572,deepspeech2,12,320
bert-96,16345.664711000001,bert,12,192
deepspeech2-97,16376.664725,deepspeech2,6,640
cifar10-98,16624.664775,cifar10,16,4096
deepspeech2-99,16806.66484,deepspeech2,8,320
cifar10-100,16874.66485,cifar10,4,4096
cifar10-101,17401.664966999997,cifar10,12,2048
deepspeech2-102,17447.664983000002,deepspeech2,8,320
bert-103,17577.665018,bert,16,384
deepspeech2-104,17841.665069,deepspeech2,8,320
cifar10-105,17844.665072,cifar10,4,2048
bert-106,18067.665114,bert,12,192
yolov3-107,18164.665135,yolov3,4,512
bert-108,18219.665144,bert,8,384
cifar10-109,18432.665194,cifar10,10,2048
cifar10-110,18436.665204,cifar10,6,4096
cifar10-111,18466.665264,cifar10,10,2048
cifar10-112,18533.665304,cifar10,4,2048
cifar10-113,18991.665419999998,cifar10,8,2048
cifar10-114,19044.665441,cifar10,8,2048
bert-115,19084.665445,bert,8,192
cifar10-116,19280.665484999998,cifar10,12,4096
cifar10-117,19861.665594,cifar10,16,2048
deepspeech2-118,19888.665597,deepspeech2,6,640
deepspeech2-119,19903.6656,deepspeech2,12,320
cifar10-120,19905.665603,cifar10,16,4096
cifar10-121,19905.665605000002,cifar10,6,4096
cifar10-122,19979.665668999998,cifar10,10,4096
cifar10-123,19987.665678999998,cifar10,10,4096
cifar10-124,20044.665695,cifar10,8,4096
bert-125,20165.665749,bert,16,192
cifar10-126,20296.665799000002,cifar10,12,4096
cifar10-127,20422.665826,cifar10,12,4096
deepspeech2-128,20477.665844,deepspeech2,8,640
yolov3-129,20506.66585,yolov3,4,512
cifar10-130,20722.665907,cifar10,6,2048
cifar10-131,20729.665918000002,cifar10,8,4096
deepspeech2-132,20742.665931,deepspeech2,6,640
cifar10-133,20920.666026,cifar10,6,2048
cifar10-134,21131.666107,cifar10,8,2048
yolov3-135,21273.666135,yolov3,4,512
cifar10-136,21356.666205,cifar10,8,2048
deepspeech2-137,21658.666272,deepspeech2,6,320
cifar10-138,21718.666293000002,cifar10,16,2048
bert-139,21739.666299,bert,8,192
deepspeech2-140,21792.666311,deepspeech2,12,640
cifar10-141,21860.666324,cifar10,6,4096
bert-142,22041.666366999998,bert,6,192
deepspeech2-143,22208.666437,deepspeech2,12,320
cifar10-144,22217.666447,cifar10,6,4096
deepspeech2-145,22740.666634,deepspeech2,12,320
deepspeech2-146,22747.666636,deepspeech2,6,640
bert-147,22751.666638,bert,16,384
cifar10-148,22891.666675,cifar10,10,4096
bert-149,22999.666699,bert,16,384
cifar10-150,23010.666706,cifar10,8,2048
cifar10-151,23304.666758000003,cifar10,4,2048
cifar10-152,23307.666758000003,cifar10,6,2048
deepspeech2-153,23310.666759,deepspeech2,12,640
cifar10-154,23550.666819,cifar10,10,2048
cifar10-155,23711.666867,cifar10,12,4096
cifar10-156,23718.666868,cifar10,8,4096
cifar10-157,23721.666869,cifar10,6,4096
cifar10-158,23754.66688,cifar10,12,2048
cifar10-159,23847.666902,cifar10,6,4096
cifar10-160,23930.666922,cifar10,4,2048
bert-161,23942.666923,bert,16,192
bert-162,23953.666927000002,bert,8,384
cifar10-163,24369.667028,cifar10,6,2048
cifar10-164,24604.667113,cifar10,8,4096
cifar10-165,24771.667149,cifar10,16,4096
bert-166,24854.667168,bert,16,192
cifar10-167,24955.667223,cifar10,8,2048
cifar10-168,25179.667271000002,cifar10,4,4096
cifar10-169,25364.667329,cifar10,12,2048
deepspeech2-170,25498.667362,deepspeech2,8,640
cifar10-171,25782.667494,cifar10,16,2048
cifar10-172,25785.667508000002,cifar10,16,4096
cifar10-173,25788.667512,cifar10,8,2048
cifar10-174,25799.667519,cifar10,6,4096
cifar10-175,25812.667532,cifar10,8,2048
deepspeech2-176,25834.667561000002,deepspeech2,6,640
yolov3-177,25884.667579,yolov3,4,256
cifar10-178,26107.667611,cifar10,12,2048
cifar10-179,26233.667641,cifar10,10,2048
cifar10-180,26288.667662,cifar10,16,4096
deepspeech2-181,26414.667722,deepspeech2,12,320
cifar10-182,26619.667812,cifar10,6,4096
cifar10-183,26623.667815,cifar10,8,2048
cifar10-184,26628.66782,cifar10,12,4096
cifar10-185,26758.66788,cifar10,12,2048
bert-186,26964.66792,bert,8,192
cifar10-187,27176.668046,cifar10,6,2048
cifar10-188,27201.668073,cifar10,6,2048
cifar10-189,27219.66809,cifar10,6,2048
bert-190,27268.668106999998,bert,12,384
cifar10-191,27312.668144,cifar10,8,2048
cifar10-192,27329.668170999998,cifar10,8,2048
yolov3-193,27330.668172,yolov3,4,512
cifar10-194,27452.668223,cifar10,8,2048
cifar10-195,27595.668252999996,cifar10,8,2048
bert-196,27723.668276,bert,6,192
bert-197,27757.668283,bert,6,384
cifar10-198,27857.668313,cifar10,6,2048
cifar10-199,28024.66835,cifar10,8,2048
cifar10-200,28425.668421,cifar10,12,4096
cifar10-201,28505.668468,cifar10,6,2048
bert-202,28526.668489,bert,6,384
deepspeech2-203,28534.6685,deepspeech2,12,320
bert-204,28566.668533,bert,16,192
cifar10-205,28579.668548,cifar10,6,4096
deepspeech2-206,28668.668639999996,deepspeech2,8,640
bert-207,28725.668711000002,bert,12,192
deepspeech2-208,28785.668775,deepspeech2,6,320
bert-209,28791.668777,bert,16,192
cifar10-210,28859.668806,cifar10,16,4096
cifar10-211,29386.668916000002,cifar10,12,4096
deepspeech2-212,29513.668949000003,deepspeech2,12,320
deepspeech2-213,29534.668952999997,deepspeech2,8,320
deepspeech2-214,29539.668968,deepspeech2,12,320
deepspeech2-215,29541.66897,deepspeech2,12,320
deepspeech2-216,29552.668988,deepspeech2,12,320
deepspeech2-217,29574.669033,deepspeech2,8,640
deepspeech2-218,29602.669067000003,deepspeech2,12,320
cifar10-219,29624.669072000004,cifar10,10,4096
deepspeech2-220,29641.669075,deepspeech2,8,320
cifar10-221,29809.669116,cifar10,16,2048
deepspeech2-222,30080.669168,deepspeech2,6,320
cifar10-223,30085.669169999997,cifar10,12,4096
cifar10-224,30143.669182999998,cifar10,6,4096
cifar10-225,30200.669196,cifar10,12,4096
cifar10-226,30338.669219,cifar10,10,2048
bert-227,30348.669220999996,bert,16,192
deepspeech2-228,30727.669303,deepspeech2,12,640
cifar10-229,30761.66931,cifar10,8,4096
cifar10-230,31527.669447000004,cifar10,12,4096
cifar10-231,31528.669449,cifar10,6,4096
cifar10-232,31967.669523,cifar10,12,2048
bert-233,32169.669551,bert,12,192
cifar10-234,32171.669552,cifar10,8,2048
cifar10-235,32558.669644999998,cifar10,6,4096
cifar10-236,32887.669696,cifar10,8,4096
cifar10-237,32909.669703,cifar10,16,2048
deepspeech2-238,33056.669724,deepspeech2,6,640
cifar10-239,33317.669779,cifar10,4,2048
deepspeech2-240,33381.669793,deepspeech2,12,320
bert-241,33515.66983,bert,12,384
cifar10-242,33655.66986,cifar10,16,2048
cifar10-243,33683.669864999996,cifar10,16,4096
bert-244,33742.669875,bert,6,384
deepspeech2-245,33909.669910000004,deepspeech2,6,640
cifar10-246,34169.66996,cifar10,12,4096
cifar10-247,34323.669993,cifar10,10,2048
cifar10-248,34323.669995,cifar10,6,2048
bert-249,34378.670007,bert,12,192
bert-250,34624.670097,bert,6,384
cifar10-251,34638.670100999996,cifar10,12,4096
deepspeech2-252,34859.670141,deepspeech2,6,640
cifar10-253,34867.670144,cifar10,6,2048
bert-254,34947.670161,bert,16,384
cifar10-255,34990.670171,cifar10,8,4096
cifar10-256,35062.670178,cifar10,12,4096
bert-257,35221.670223,bert,6,384
bert-258,35261.670231000004,bert,16,192
cifar10-259,35280.670236,cifar10,8,2048
cifar10-260,35444.670263,cifar10,8,4096
cifar10-261,35540.670285,cifar10,12,4096
deepspeech2-262,35565.670291,deepspeech2,8,320
cifar10-263,35565.670292,cifar10,10,2048
cifar10-264,35700.670322000005,cifar10,10,2048
deepspeech2-265,35830.67034,deepspeech2,6,640
cifar10-266,36051.670395,cifar10,6,4096
cifar10-267,36068.67041,cifar10,16,2048
cifar10-268,36075.670416,cifar10,6,4096
cifar10-269,36076.670419,cifar10,16,4096
cifar10-270,36077.670420999995,cifar10,8,4096
cifar10-271,36164.670449,cifar10,12,4096
cifar10-272,36346.670501,cifar10,6,4096
cifar10-273,36368.670524,cifar10,8,2048
cifar10-274,36375.670527999995,cifar10,12,2048
cifar10-275,36507.67066,cifar10,12,2048
cifar10-276,36552.670688,cifar10,6,4096
cifar10-277,37877.670938999996,cifar10,4,2048
cifar10-278,37882.670942000004,cifar10,8,4096
bert-279,38391.671047,bert,8,192
bert-280,38560.671085,bert,16,384
yolov3-281,38627.671105,yolov3,4,512
cifar10-282,38639.67111,cifar10,10,2048
bert-283,38666.671118,bert,8,192
cifar10-284,38944.671156,cifar10,12,2048
deepspeech2-285,38996.671170999995,deepspeech2,12,640
cifar10-286,39056.671199000004,cifar10,16,2048
imagenet-287,39109.671218999996,imagenet,10,6400
cifar10-288,39160.671266000005,cifar10,6,4096
deepspeech2-289,39300.671325999996,deepspeech2,6,640
deepspeech2-290,39485.671405,deepspeech2,6,640
deepspeech2-291,39488.671407999995,deepspeech2,6,640
bert-292,39489.671411,bert,6,192
bert-293,39492.671416000005,bert,6,384
cifar10-294,39557.671427999994,cifar10,6,2048
bert-295,39626.671435000004,bert,8,192
cifar10-296,39709.67145,cifar10,6,2048
deepspeech2-297,39914.671485,deepspeech2,6,320
bert-298,40536.671596,bert,8,384
cifar10-299,40572.671655,cifar10,12,4096
bert-300,40600.671682,bert,16,384
bert-301,40602.671685,bert,6,192
bert-302,40638.671727999994,bert,16,384
bert-303,40650.671742,bert,16,192
deepspeech2-304,40656.671751,deepspeech2,12,320
cifar10-305,40662.671758,cifar10,10,4096
cifar10-306,40681.671775,cifar10,8,4096
cifar10-307,40863.671802,cifar10,16,4096
cifar10-308,41301.671867000005,cifar10,6,4096
deepspeech2-309,41363.671881,deepspeech2,6,640
cifar10-310,41397.671896,cifar10,8,4096
cifar10-311,41433.671901999995,cifar10,10,2048
bert-312,41494.671914,bert,6,192
cifar10-313,41559.671921,cifar10,6,4096
cifar10-314,41586.671925999995,cifar10,16,4096
deepspeech2-315,41599.671927999996,deepspeech2,6,640
cifar10-316,41815.671973000004,cifar10,6,4096
deepspeech2-317,41834.671974000004,deepspeech2,12,640
cifar10-318,42188.672045,cifar10,12,4096
cifar10-319,42547.672143,cifar10,4,4096
deepspeech2-320,42629.672162,deepspeech2,12,640
bert-321,42755.672191000005,bert,6,384
deepspeech2-322,42837.672201,deepspeech2,6,640
cifar10-323,43029.672233,cifar10,10,2048
cifar10-324,43163.672257,cifar10,4,2048
cifar10-325,43197.67228,cifar10,8,2048
cifar10-326,43282.672376,cifar10,16,2048
cifar10-327,43308.672400999996,cifar10,12,4096
cifar10-328,43313.672405000005,cifar10,12,4096
cifar10-329,43324.672412,cifar10,12,4096
cifar10-330,43346.672433,cifar10,6,2048
cifar10-331,43403.672492000005,cifar10,10,4096
cifar10-332,43463.672553,cifar10,6,4096
cifar10-333,44170.672591,cifar10,12,4096
bert-334,44337.672595,bert,8,384
cifar10-335,46450.672667,cifar10,6,4096
cifar10-336,47370.672714,cifar10,12,4096
cifar10-337,47395.672739,cifar10,6,4096
cifar10-338,47510.672793,cifar10,4,2048
cifar10-339,47596.672821,cifar10,6,2048
cifar10-340,47713.672859,cifar10,6,2048
cifar10-341,47966.672964,cifar10,12,2048
cifar10-342,47976.672971,cifar10,12,4096
deepspeech2-343,48772.67307,deepspeech2,8,640
deepspeech2-344,48954.673081,deepspeech2,8,320
cifar10-345,49127.673098,cifar10,12,4096
cifar10-346,49794.673146,cifar10,16,2048
cifar10-347,50635.673225,cifar10,6,2048
bert-348,52211.673358,bert,12,384
deepspeech2-349,52641.673452999996,deepspeech2,8,320
cifar10-350,52713.67347,cifar10,12,4096
cifar10-351,52786.673502,cifar10,6,2048
cifar10-352,52865.673522000005,cifar10,10,4096
bert-353,52902.673541000004,bert,6,192
bert-354,52918.673562,bert,8,192
cifar10-355,52976.673565,cifar10,12,2048
cifar10-356,53506.673613,cifar10,8,2048
deepspeech2-357,54042.67370399999,deepspeech2,6,640
cifar10-358,54075.673732,cifar10,8,4096
cifar10-359,54671.67380800001,cifar10,12,4096
cifar10-360,54779.673826,cifar10,16,2048
cifar10-361,54810.67385399999,cifar10,12,4096
cifar10-362,54824.673866,cifar10,6,2048
cifar10-363,55037.673977,cifar10,16,4096
cifar10-364,55038.673979,cifar10,6,2048
cifar10-365,55083.674018,cifar10,16,2048
cifar10-366,55111.674041,cifar10,12,2048
cifar10-367,55112.674042,cifar10,16,2048
cifar10-368,55129.674057000004,cifar10,6,4096
cifar10-369,55157.67408,cifar10,6,4096
cifar10-370,55219.674149,cifar10,8,4096
cifar10-371,55244.67417200001,cifar10,8,2048
yolov3-372,55470.674210000005,yolov3,4,512
yolov3-373,55729.674221,yolov3,4,256
deepspeech2-374,56383.67430700001,deepspeech2,8,320
deepspeech2-375,56472.674315,deepspeech2,12,640
bert-376,58553.67443300001,bert,8,384
cifar10-377,60349.674526999996,cifar10,12,4096
deepspeech2-378,60556.67456,deepspeech2,6,320
cifar10-379,60589.674575,cifar10,8,4096
deepspeech2-380,60630.674578,deepspeech2,12,640
bert-381,60661.67458200001,bert,16,192
cifar10-382,61035.674624,cifar10,12,4096
cifar10-383,61059.67464600001,cifar10,8,2048
yolov3-384,61387.674660000004,yolov3,4,512
cifar10-385,63126.674749,cifar10,10,4096
cifar10-386,63632.674826,cifar10,8,2048
yolov3-387,63663.674826999995,yolov3,4,256
cifar10-388,63890.674834000005,cifar10,12,4096
deepspeech2-389,64328.674879,deepspeech2,12,640
deepspeech2-390,64518.674918,deepspeech2,6,320
bert-391,64869.67495,bert,6,384
cifar10-392,64919.674962,cifar10,12,4096
deepspeech2-393,65537.67505800001,deepspeech2,8,640
bert-394,65540.675061,bert,16,384
cifar10-395,65609.6751,cifar10,6,4096
cifar10-396,65662.67512300001,cifar10,8,4096
bert-397,65699.675126,bert,6,192
cifar10-398,65707.67514400001,cifar10,12,2048
bert-399,65751.67519,bert,8,384
yolov3-400,65758.67519600001,yolov3,4,256
bert-401,65762.67520900001,bert,12,384
bert-402,65842.67525900001,bert,6,192
deepspeech2-403,65843.675262,deepspeech2,8,320
cifar10-404,66018.675298,cifar10,4,4096
deepspeech2-405,66065.675327,deepspeech2,8,640
deepspeech2-406,66127.67538300001,deepspeech2,12,640
bert-407,66144.675398,bert,6,384
cifar10-408,66263.67541499999,cifar10,16,4096
cifar10-409,66301.67544800001,cifar10,10,2048
cifar10-410,66427.675516,cifar10,12,4096
cifar10-411,66471.675549,cifar10,8,4096
cifar10-412,66472.675551,cifar10,6,4096
cifar10-413,66667.675686,cifar10,12,2048
cifar10-414,66796.675732,cifar10,6,2048
cifar10-415,66958.675825,cifar10,12,4096
bert-416,67001.67585099999,bert,12,384
bert-417,67026.675872,bert,6,192
cifar10-418,68970.675987,cifar10,6,4096
cifar10-419,69399.676066,cifar10,10,4096
cifar10-420,69480.676085,cifar10,4,4096
bert-421,69674.676095,bert,8,192
cifar10-422,69785.67610299999,cifar10,10,2048
bert-423,70428.67616599999,bert,16,192
bert-424,70683.676189,bert,6,384
cifar10-425,70930.67619700001,cifar10,6,2048
cifar10-426,73323.676284,cifar10,12,2048
yolov3-427,73324.676286,yolov3,4,256
yolov3-428,73362.67631699999,yolov3,4,256
yolov3-429,73364.676322,yolov3,4,256
yolov3-430,73380.676332,yolov3,4,256
yolov3-431,73428.676381,yolov3,4,512
yolov3-432,73711.67645,yolov3,4,512
yolov3-433,73719.676456,yolov3,4,512
cifar10-434,73736.67647,cifar10,8,2048
cifar10-435,73785.67651399999,cifar10,16,2048
cifar10-436,73786.676515,cifar10,12,4096
yolov3-437,73792.676519,yolov3,4,512
cifar10-438,73818.67652200001,cifar10,12,4096
cifar10-439,74182.67653099999,cifar10,12,2048
cifar10-440,74814.67657000001,cifar10,6,4096
cifar10-441,75085.67658099999,cifar10,12,2048
cifar10-442,76197.67665,cifar10,10,4096
bert-443,76964.676732,bert,12,192
cifar10-444,77045.676754,cifar10,10,4096
bert-445,77048.67675700001,bert,16,384
deepspeech2-446,77243.676795,deepspeech2,6,640
deepspeech2-447,77314.676803,deepspeech2,6,320
deepspeech2-448,77347.67682200001,deepspeech2,12,640
bert-449,77433.676853,bert,6,192
deepspeech2-450,77497.676873,deepspeech2,12,320
bert-451,77546.676889,bert,8,384
cifar10-452,77635.676912,cifar10,12,2048
deepspeech2-453,77728.67694800001,deepspeech2,6,640
bert-454,77918.67699600001,bert,6,192
bert-455,77959.677,bert,12,192
cifar10-456,78652.67707,cifar10,6,4096
deepspeech2-457,78708.67708200001,deepspeech2,6,320
bert-458,78710.67708400001,bert,6,192
deepspeech2-459,78811.677108,deepspeech2,6,320
bert-460,78817.67711,bert,8,192
deepspeech2-461,78958.677149,deepspeech2,8,320
bert-462,78959.67715,bert,16,192
deepspeech2-463,79211.67720800001,deepspeech2,12,320
bert-464,79381.67726499999,bert,16,192
deepspeech2-465,79540.677284,deepspeech2,8,320
deepspeech2-466,79774.677322,deepspeech2,8,640
bert-467,79801.677326,bert,12,192
deepspeech2-468,79892.67735299999,deepspeech2,8,640
cifar10-469,80163.677426,cifar10,8,4096
cifar10-470,80236.677449,cifar10,10,2048
cifar10-471,80236.677453,cifar10,12,4096
cifar10-472,80507.677513,cifar10,12,4096
cifar10-473,80589.677555,cifar10,8,4096
cifar10-474,80721.677592,cifar10,8,2048
cifar10-475,80847.677618,cifar10,12,2048
cifar10-476,81167.67767,cifar10,4,4096
cifar10-477,81365.677724,cifar10,12,4096
cifar10-478,81537.67775399999,cifar10,12,4096
cifar10-479,81837.677821,cifar10,12,4096
cifar10-480,82070.677859,cifar10,12,2048
cifar10-481,82264.677884,cifar10,12,4096
cifar10-482,82489.677904,cifar10,8,2048
cifar10-483,82547.677925,cifar10,10,4096
cifar10-484,82564.677932,cifar10,12,2048
cifar10-485,82573.67793600001,cifar10,4,2048
cifar10-486,82662.677954,cifar10,6,2048
cifar10-487,82924.677987,cifar10,6,2048
cifar10-488,83186.67803099999,cifar10,8,4096
cifar10-489,83256.678044,cifar10,6,4096
yolov3-490,83423.678066,yolov3,4,512
bert-491,83708.678099,bert,8,384
cifar10-492,83710.6781,cifar10,12,4096
cifar10-493,83796.678103,cifar10,12,2048
cifar10-494,83902.678115,cifar10,8,4096
deepspeech2-495,83905.678116,deepspeech2,6,320
bert-496,84531.678141,bert,12,384
deepspeech2-497,84836.678166,deepspeech2,12,320
bert-498,85164.67824299999,bert,16,384
bert-499,85536.678328,bert,16,192
bert-500,85554.678335,bert,8,384
cifar10-501,85593.67834700001,cifar10,12,4096
deepspeech2-502,85638.678365,deepspeech2,8,320
deepspeech2-503,85676.67837899999,deepspeech2,12,320
bert-504,85807.678428,bert,12,192
cifar10-505,85886.678479,cifar10,16,4096
cifar10-506,85922.678494,cifar10,6,4096
cifar10-507,86041.678517,cifar10,4,4096
cifar10-508,86111.678541,cifar10,12,2048
cifar10-509,86144.67856900001,cifar10,12,2048
cifar10-510,86160.678583,cifar10,6,4096
cifar10-511,86176.678588,cifar10,8,2048
bert-512,86203.67861599999,bert,12,192
cifar10-513,86277.678646,cifar10,4,4096
deepspeech2-514,86335.678686,deepspeech2,8,320
bert-515,86398.67872899999,bert,8,192
deepspeech2-516,86431.678746,deepspeech2,6,320
deepspeech2-517,86448.67875800001,deepspeech2,8,640
bert-518,86497.67878300001,bert,8,192
deepspeech2-519,86563.678832,deepspeech2,8,640
deepspeech2-520,86726.678978,deepspeech2,8,320
deepspeech2-521,86736.678985,deepspeech2,12,640
bert-522,86738.678988,bert,12,192
bert-523,86806.679043,bert,12,384
bert-524,86831.679062,bert,12,384
bert-525,86902.679127,bert,6,192
deepspeech2-526,86930.679152,deepspeech2,6,320
bert-527,86953.679177,bert,16,384
deepspeech2-528,86982.67920900001,deepspeech2,8,320
cifar10-529,87028.67923099999,cifar10,4,4096
deepspeech2-530,87047.679238,deepspeech2,6,320
cifar10-531,87177.67928200001,cifar10,6,4096
cifar10-532,87186.679287,cifar10,12,2048
bert-533,87206.679292,bert,16,192
cifar10-534,87259.67931200001,cifar10,4,2048
cifar10-535,87402.679339,cifar10,16,2048
cifar10-536,87413.67934199999,cifar10,16,4096
cifar10-537,87567.67940499999,cifar10,4,4096
deepspeech2-538,87661.679431,deepspeech2,8,320
cifar10-539,87669.679437,cifar10,16,4096
cifar10-540,87739.67947,cifar10,10,2048
cifar10-541,87958.679529,cifar10,4,4096
cifar10-542,88166.679585,cifar10,8,4096
cifar10-543,88271.67963500001,cifar10,6,2048
cifar10-544,88274.679636,cifar10,8,4096
cifar10-545,88381.679686,cifar10,4,2048
cifar10-546,88499.679741,cifar10,8,2048
cifar10-547,88595.679781,cifar10,6,2048
cifar10-548,88613.67979400001,cifar10,8,2048
cifar10-549,88675.679811,cifar10,8,2048
bert-550,89002.67990700001,bert,8,384
cifar10-551,89006.67991,cifar10,12,4096
bert-552,89285.680007,bert,8,192
cifar10-553,89317.680019,cifar10,8,2048
cifar10-554,89392.680059,cifar10,16,2048
bert-555,89492.680097,bert,8,192
cifar10-556,89632.68014400001,cifar10,6,4096
deepspeech2-557,89702.680158,deepspeech2,8,640
cifar10-558,89862.680178,cifar10,16,2048
deepspeech2-559,89875.68018099999,deepspeech2,12,320
deepspeech2-560,90361.68025199999,deepspeech2,12,640
cifar10-561,90400.680257,cifar10,16,2048
cifar10-562,90449.680265,cifar10,16,4096
bert-563,90964.680322,bert,16,384
deepspeech2-564,91152.680352,deepspeech2,12,640
deepspeech2-565,91196.680365,deepspeech2,6,640
cifar10-566,91207.680372,cifar10,8,4096
bert-567,91285.6804,bert,16,384
cifar10-568,91303.680406,cifar10,8,4096
deepspeech2-569,91470.680445,deepspeech2,8,640
bert-570,91668.680463,bert,8,384
bert-571,91816.680484,bert,16,384
bert-572,91844.680487,bert,6,384
deepspeech2-573,91911.680492,deepspeech2,12,320
yolov3-574,92106.68053099999,yolov3,4,256
deepspeech2-575,92164.68053700001,deepspeech2,8,640
bert-576,92220.68054,bert,8,384
bert-577,92720.68061,bert,16,384
deepspeech2-578,92769.680625,deepspeech2,6,640
yolov3-579,93027.680656,yolov3,4,256
deepspeech2-580,93346.680765,deepspeech2,8,320
bert-581,93415.68079099999,bert,16,384
deepspeech2-582,93425.680792,deepspeech2,6,320
cifar10-583,93461.680804,cifar10,4,2048
cifar10-584,93467.680818,cifar10,6,4096
bert-585,93783.68088300001,bert,12,192
bert-586,93790.68089199999,bert,16,384
deepspeech2-587,93834.6809,deepspeech2,12,320
cifar10-588,93929.680916,cifar10,6,4096
cifar10-589,94086.680932,cifar10,6,2048
cifar10-590,95685.681022,cifar10,8,2048
cifar10-591,95689.681025,cifar10,12,4096
cifar10-592,95901.681056,cifar10,12,2048
deepspeech2-593,96499.681115,deepspeech2,6,320
cifar10-594,96931.681152,cifar10,8,2048
cifar10-595,97496.681215,cifar10,8,2048
cifar10-596,97842.681227,cifar10,6,2048
imagenet-597,98298.68125,imagenet,14,12800
deepspeech2-598,98893.681284,deepspeech2,12,320
bert-599,100490.681388,bert,8,384
cifar10-600,100556.681417,cifar10,8,2048
deepspeech2-601,100585.68143,deepspeech2,12,320
yolov3-602,100586.68143099999,yolov3,4,512
