name,time,application,num_replicas,batch_size
cifar10-105,20293.665797999998,cifar10,12,2048
bert-106,20384.665812,bert,6,192
bert-107,20410.66582,bert,16,384
cifar10-108,20600.665881999998,cifar10,16,4096
yolov3-109,20601.665883,yolov3,4,256
cifar10-110,20761.665952,cifar10,4,4096
deepspeech2-111,20844.665986,deepspeech2,8,320
bert-112,20952.666057,bert,6,192
bert-113,20973.666072,bert,6,192
cifar10-114,21256.666134,cifar10,12,2048
cifar10-115,21303.666152,cifar10,12,2048
cifar10-116,21313.666165000002,cifar10,8,4096
bert-117,21436.666224,bert,6,192
cifar10-118,21488.666240000002,cifar10,8,4096
cifar10-119,21519.666246,cifar10,12,2048
deepspeech2-120,21549.666252000003,deepspeech2,8,640
bert-121,21606.666263,bert,8,384
deepspeech2-122,21724.666294,deepspeech2,8,640
cifar10-123,21882.666328,cifar10,4,4096
imagenet-124,21916.666338,imagenet,12,12800
cifar10-125,21989.666352,cifar10,6,2048
cifar10-126,22116.666406,cifar10,8,4096
deepspeech2-127,22146.666409999998,deepspeech2,8,640
cifar10-128,22224.666452,cifar10,10,4096
cifar10-129,22333.666522,cifar10,4,4096
cifar10-130,22341.666534,cifar10,12,2048
cifar10-131,22434.666568,cifar10,12,4096
cifar10-132,22616.666608,cifar10,6,4096
cifar10-133,22713.666626,cifar10,10,2048
bert-134,22721.666628,bert,8,192
deepspeech2-135,22772.666641,deepspeech2,12,640
yolov3-136,22782.666643,yolov3,4,256
bert-137,22819.666649000003,bert,8,192
cifar10-138,22840.66666,cifar10,10,2048
cifar10-139,22912.666682,cifar10,12,2048
cifar10-140,22937.666685,cifar10,6,4096
deepspeech2-141,23195.666739,deepspeech2,12,640
cifar10-142,23448.666797,cifar10,12,2048
deepspeech2-143,23513.666802,deepspeech2,8,320
deepspeech2-144,23514.666804,deepspeech2,6,640
cifar10-145,23593.666828999998,cifar10,16,2048
deepspeech2-146,23619.666834,deepspeech2,12,640
yolov3-147,23632.66684,yolov3,4,512
cifar10-148,24148.666964,cifar10,6,4096
deepspeech2-149,24277.667008,deepspeech2,8,640
cifar10-150,24379.667039,cifar10,6,2048
cifar10-151,24380.66704,cifar10,8,2048
deepspeech2-152,24389.667047,deepspeech2,8,320
cifar10-153,24394.667049,cifar10,6,4096
cifar10-154,24467.667065999998,cifar10,6,2048
deepspeech2-155,24643.667122,deepspeech2,8,640
cifar10-156,24741.667143000002,cifar10,10,4096
bert-157,24782.66715,bert,8,384
cifar10-158,24825.66716,cifar10,8,2048
cifar10-159,24872.667191999997,cifar10,12,4096
cifar10-160,24883.667202,cifar10,12,2048
bert-161,25152.667263,bert,6,192
cifar10-162,25618.667414,cifar10,4,4096
cifar10-163,25754.667462,cifar10,10,2048
cifar10-164,25814.667537,cifar10,12,4096
cifar10-165,25834.667563,cifar10,6,4096
cifar10-166,25854.667569,cifar10,4,2048
bert-167,26095.667608,bert,8,192
deepspeech2-168,26257.667649000003,deepspeech2,6,640
cifar10-169,26304.667693,cifar10,16,2048
cifar10-170,26630.667823,cifar10,12,4096
deepspeech2-171,26647.667828,deepspeech2,8,320
bert-172,26680.667841,bert,16,384
bert-173,27033.667962,bert,12,192
cifar10-174,27063.667972000003,cifar10,8,4096
cifar10-175,27092.668006,cifar10,6,2048
cifar10-176,27104.668017,cifar10,8,4096
cifar10-177,27107.668020999998,cifar10,4,2048
cifar10-178,27155.668035000002,cifar10,8,2048
cifar10-179,27172.668038,cifar10,16,2048
cifar10-180,27198.668069,cifar10,6,4096
cifar10-181,27213.668083999997,cifar10,12,2048
cifar10-182,27253.668105,cifar10,6,4096
bert-183,27268.668106999998,bert,12,192
cifar10-184,27285.668123000003,cifar10,12,4096
cifar10-185,27312.668144,cifar10,8,2048
cifar10-186,27344.668186000003,cifar10,6,2048
cifar10-187,27363.668204,cifar10,8,2048
cifar10-188,27703.668274,cifar10,12,2048
deepspeech2-189,27714.668275,deepspeech2,12,320
cifar10-190,27894.668319,cifar10,6,4096
bert-191,28041.668354,bert,8,192
deepspeech2-192,28458.668451999998,deepspeech2,6,320
deepspeech2-193,28583.668554000003,deepspeech2,6,640
deepspeech2-194,28673.668647000002,deepspeech2,12,320
bert-195,28693.668671,bert,12,192
bert-196,28764.66875,bert,8,192
bert-197,28791.668777,bert,12,384
cifar10-198,28818.668798000002,cifar10,10,2048
cifar10-199,28839.668801,cifar10,12,2048
cifar10-200,28986.668849,cifar10,12,4096
bert-201,29079.668864999996,bert,6,192
bert-202,29143.668872000002,bert,8,384
cifar10-203,29340.668907,cifar10,8,2048
deepspeech2-204,29344.668908,deepspeech2,6,320
bert-205,29432.668927999996,bert,16,384
bert-206,29484.668942,bert,12,384
bert-207,29533.668951,bert,8,192
bert-208,29551.668987,bert,8,192
deepspeech2-209,29554.668995999997,deepspeech2,12,320
bert-210,29602.669067000003,bert,8,384
bert-211,30472.669251,bert,6,384
cifar10-212,30525.669263,cifar10,6,2048
cifar10-213,30616.669282,cifar10,6,2048
bert-214,30707.6693,bert,12,192
cifar10-215,30908.669332999998,cifar10,6,2048
cifar10-216,31326.669413,cifar10,8,2048
bert-217,31823.669496,bert,8,384
cifar10-218,31962.669522000004,cifar10,8,2048
cifar10-219,32094.669543,cifar10,12,4096
cifar10-220,32285.669569,cifar10,8,2048
cifar10-221,32326.669576999997,cifar10,16,2048
cifar10-222,32373.669587,cifar10,16,2048
bert-223,32435.669600999998,bert,16,384
cifar10-224,32621.669656000002,cifar10,12,4096
cifar10-225,32731.669668000002,cifar10,12,4096
cifar10-226,32761.669672000004,cifar10,8,2048
imagenet-227,32771.669675,imagenet,14,6400
cifar10-228,32876.669692,cifar10,10,4096
cifar10-229,33012.66972,cifar10,12,4096
cifar10-230,33102.669732999995,cifar10,10,4096
cifar10-231,33297.669776999996,cifar10,12,4096
cifar10-232,33336.669781,cifar10,4,2048
cifar10-233,33450.669811,cifar10,10,2048
deepspeech2-234,33514.669829,deepspeech2,8,320
cifar10-235,33547.669835,cifar10,6,4096
cifar10-236,33628.669854,cifar10,6,4096
deepspeech2-237,33785.669881,deepspeech2,6,320
deepspeech2-238,33802.669883999995,deepspeech2,8,640
bert-239,34086.66995,bert,12,192
deepspeech2-240,34126.669954000005,deepspeech2,12,320
cifar10-241,34326.669997000005,cifar10,12,4096
deepspeech2-242,34378.670007,deepspeech2,8,320
deepspeech2-243,34416.670035,deepspeech2,12,640
deepspeech2-244,34424.670044,deepspeech2,8,640
deepspeech2-245,34512.670074,deepspeech2,8,640
deepspeech2-246,34720.670115,deepspeech2,8,640
cifar10-247,34742.670119,cifar10,12,2048
cifar10-248,34786.670125,cifar10,10,2048
cifar10-249,34844.670138,cifar10,6,2048
cifar10-250,35105.670196,cifar10,10,4096
cifar10-251,35540.670285,cifar10,16,4096
cifar10-252,35880.67035,cifar10,16,4096
cifar10-253,35960.67037,cifar10,12,2048
cifar10-254,36051.670391,cifar10,16,4096
cifar10-255,36078.670422,cifar10,6,4096
cifar10-256,36181.670464999996,cifar10,8,4096
cifar10-257,36226.670482,cifar10,12,4096
deepspeech2-258,36247.670489,deepspeech2,8,320
deepspeech2-259,36456.670588,deepspeech2,6,320
cifar10-260,36465.670617,cifar10,12,4096
cifar10-261,36496.670649,cifar10,8,4096
cifar10-262,36575.670691,cifar10,6,2048
cifar10-263,36775.670732,cifar10,12,2048
cifar10-264,37003.670776,cifar10,4,2048
cifar10-265,37289.670836000005,cifar10,6,4096
imagenet-266,37292.670837,imagenet,12,12800
deepspeech2-267,37564.670877,deepspeech2,6,320
yolov3-268,37567.670879000005,yolov3,4,512
cifar10-269,37820.670894999996,cifar10,16,4096
cifar10-270,37850.670914,cifar10,16,4096
cifar10-271,37869.670933,cifar10,6,4096
cifar10-272,37878.670939999996,cifar10,12,4096
bert-273,38072.670987,bert,12,192
bert-274,38507.671071,bert,8,192
cifar10-275,38520.671077,cifar10,8,2048
deepspeech2-276,38575.671091000004,deepspeech2,12,640
cifar10-277,38604.671099,cifar10,4,2048
cifar10-278,38639.671111,cifar10,16,4096
cifar10-279,38763.671129,cifar10,6,2048
bert-280,38884.671146,bert,8,384
cifar10-281,39141.671242000004,cifar10,12,4096
bert-282,39374.671339,bert,12,192
bert-283,40203.671533,bert,16,192
cifar10-284,40213.671535,cifar10,6,2048
yolov3-285,40515.67159,yolov3,4,512
cifar10-286,40536.671594,cifar10,6,2048
cifar10-287,40544.671618,cifar10,10,2048
cifar10-288,40639.671729,cifar10,8,4096
cifar10-289,40660.671755,cifar10,16,4096
cifar10-290,40841.671799,cifar10,10,4096
cifar10-291,40977.671819,cifar10,8,4096
deepspeech2-292,40987.671823000004,deepspeech2,6,320
bert-293,41267.671862,bert,12,384
cifar10-294,41361.67188,cifar10,4,2048
cifar10-295,41367.671882999995,cifar10,10,2048
cifar10-296,41723.671947,cifar10,16,2048
cifar10-297,41899.67198,cifar10,12,2048
cifar10-298,41985.671996,cifar10,4,4096
cifar10-299,41992.671999,cifar10,12,4096
cifar10-300,42054.672016000004,cifar10,16,4096
deepspeech2-301,42325.672074,deepspeech2,12,320
deepspeech2-302,42622.672155,deepspeech2,6,640
cifar10-303,42643.672167000004,cifar10,16,2048
yolov3-304,42740.672189,yolov3,4,256
deepspeech2-305,42987.672226999995,deepspeech2,6,640
cifar10-306,43299.672395,cifar10,12,4096
cifar10-307,43352.672439,cifar10,8,4096
cifar10-308,43468.672558,cifar10,6,4096
cifar10-309,45011.672625,cifar10,12,4096
cifar10-310,45116.67263,cifar10,16,4096
yolov3-311,45208.672633,yolov3,4,256
cifar10-312,46103.672656,cifar10,12,2048
cifar10-313,47502.672783999995,cifar10,12,4096
cifar10-314,47593.67282,cifar10,6,4096
cifar10-315,47621.672842,cifar10,10,4096
cifar10-316,47728.672861,cifar10,6,4096
cifar10-317,47931.672928,cifar10,6,4096
cifar10-318,47974.67297,cifar10,6,4096
bert-319,48130.672999999995,bert,6,384
deepspeech2-320,48143.673016,deepspeech2,6,640
cifar10-321,48231.673026,cifar10,6,4096
bert-322,48953.67308,bert,16,384
deepspeech2-323,49254.67311,deepspeech2,6,320
bert-324,49348.673112000004,bert,6,192
bert-325,49432.673123,bert,16,192
cifar10-326,49836.673189,cifar10,12,2048
cifar10-327,49844.673204,cifar10,6,4096
cifar10-328,49846.673206,cifar10,6,4096
cifar10-329,49849.673208,cifar10,6,4096
yolov3-330,50565.673217,yolov3,4,256
cifar10-331,50812.673236,cifar10,6,4096
deepspeech2-332,52142.673341,deepspeech2,6,640
cifar10-333,52649.673457,cifar10,8,4096
deepspeech2-334,52917.673555,deepspeech2,12,640
cifar10-335,53418.67358,cifar10,8,4096
cifar10-336,53503.673612,cifar10,4,4096
cifar10-337,53522.673629000004,cifar10,6,4096
cifar10-338,53527.673633,cifar10,12,2048
bert-339,54020.673689999996,bert,8,192
deepspeech2-340,54040.673703,deepspeech2,8,320
bert-341,54048.67371,bert,8,192
cifar10-342,54098.673762,cifar10,12,4096
cifar10-343,54772.67382,cifar10,8,4096
cifar10-344,54790.673835,cifar10,8,2048
yolov3-345,54793.673839999996,yolov3,4,512
cifar10-346,54913.673907000004,cifar10,16,2048
cifar10-347,55015.67395,cifar10,12,2048
cifar10-348,55025.673966999995,cifar10,6,4096
cifar10-349,55033.673974,cifar10,10,2048
cifar10-350,55034.673974,cifar10,12,4096
cifar10-351,55040.67398099999,cifar10,8,2048
cifar10-352,55053.673993,cifar10,6,4096
cifar10-353,55101.674032,cifar10,12,2048
cifar10-354,55111.674039,cifar10,8,2048
cifar10-355,55142.674066,cifar10,8,2048
cifar10-356,55164.674086,cifar10,16,2048
cifar10-357,55180.674102,cifar10,12,4096
cifar10-358,55191.674114999994,cifar10,10,4096
cifar10-359,55205.674129,cifar10,8,4096
bert-360,55214.674144000004,bert,16,192
cifar10-361,55231.674158,cifar10,8,4096
cifar10-362,55279.674201999995,cifar10,12,2048
yolov3-363,55771.674229,yolov3,4,512
deepspeech2-364,58079.67440900001,deepspeech2,6,320
yolov3-365,58437.674422000004,yolov3,4,256
deepspeech2-366,58486.674425,deepspeech2,8,320
cifar10-367,58547.67443200001,cifar10,12,2048
bert-368,58553.67443300001,bert,12,384
deepspeech2-369,59374.674482,deepspeech2,6,640
cifar10-370,60508.674546,cifar10,4,4096
deepspeech2-371,60560.674569,deepspeech2,8,320
deepspeech2-372,60630.674578,deepspeech2,8,640
cifar10-373,61051.67464,cifar10,16,2048
cifar10-374,61057.67464600001,cifar10,12,2048
cifar10-375,61194.674653999995,cifar10,16,4096
cifar10-376,61595.67466799999,cifar10,10,4096
cifar10-377,63126.674751,cifar10,12,4096
deepspeech2-378,63151.674772000006,deepspeech2,8,320
deepspeech2-379,63297.674807,deepspeech2,8,640
bert-380,64328.674878,bert,12,384
bert-381,65208.674987,bert,6,192
bert-382,65519.675028,bert,16,384
bert-383,65538.67506000001,bert,16,192
cifar10-384,65607.675095,cifar10,6,4096
bert-385,65699.675126,bert,6,384
deepspeech2-386,65703.675134,deepspeech2,6,320
deepspeech2-387,65726.675165,deepspeech2,6,320
deepspeech2-388,65746.675184,deepspeech2,12,640
bert-389,65827.675248,bert,8,384
bert-390,65843.675261,bert,16,192
cifar10-391,66009.67529,cifar10,12,4096
bert-392,66052.675311,bert,8,384
deepspeech2-393,66055.675318,deepspeech2,12,640
deepspeech2-394,66068.67533,deepspeech2,6,640
bert-395,66253.675403,bert,6,384
bert-396,66255.675405,bert,12,384
bert-397,66298.675445,bert,16,192
deepspeech2-398,66299.67544600001,deepspeech2,6,320
bert-399,66336.675476,bert,8,384
cifar10-400,66356.67549299999,cifar10,12,2048
bert-401,66499.675579,bert,12,384
bert-402,66533.675592,bert,6,192
deepspeech2-403,66533.67559500001,deepspeech2,12,320
cifar10-404,66622.675625,cifar10,12,4096
cifar10-405,66652.675659,cifar10,8,4096
cifar10-406,66682.675699,cifar10,12,4096
cifar10-407,66808.675747,cifar10,6,4096
cifar10-408,66820.675751,cifar10,10,4096
cifar10-409,66828.67576,cifar10,4,2048
cifar10-410,66888.6758,cifar10,12,4096
cifar10-411,66954.67581,cifar10,8,4096
deepspeech2-412,67789.675936,deepspeech2,12,640
cifar10-413,68483.675947,cifar10,16,2048
bert-414,68905.67598300001,bert,6,192
deepspeech2-415,69050.676019,deepspeech2,8,640
cifar10-416,69394.676063,cifar10,16,4096
cifar10-417,69402.676068,cifar10,16,2048
yolov3-418,70082.676142,yolov3,4,512
bert-419,70172.67615099999,bert,8,384
deepspeech2-420,70369.67616,deepspeech2,8,640
yolov3-421,70636.67618099999,yolov3,4,256
yolov3-422,72041.676217,yolov3,4,256
yolov3-423,73292.676258,yolov3,4,256
yolov3-424,73333.676293,yolov3,4,512
yolov3-425,73346.676304,yolov3,4,256
yolov3-426,73363.676318,yolov3,4,256
cifar10-427,73363.67632,cifar10,8,2048
yolov3-428,73728.67646599999,yolov3,4,256
yolov3-429,73739.676474,yolov3,4,256
yolov3-430,73752.676485,yolov3,4,256
yolov3-431,73778.67650700001,yolov3,4,512
deepspeech2-432,74240.676534,deepspeech2,6,640
cifar10-433,74784.676562,cifar10,10,4096
cifar10-434,75186.676587,cifar10,8,2048
cifar10-435,76744.676684,cifar10,16,2048
deepspeech2-436,76990.67673400001,deepspeech2,12,640
deepspeech2-437,77203.676788,deepspeech2,6,640
bert-438,77411.676843,bert,12,384
bert-439,77529.676882,bert,8,192
bert-440,77535.676884,bert,6,384
deepspeech2-441,77541.676886,deepspeech2,12,320
bert-442,77618.67691000001,bert,8,384
deepspeech2-443,78122.677012,deepspeech2,8,320
deepspeech2-444,78130.677014,deepspeech2,12,640
deepspeech2-445,78736.677092,deepspeech2,8,640
bert-446,78887.67713,bert,8,384
deepspeech2-447,78935.677142,deepspeech2,6,320
cifar10-448,79107.67718500001,cifar10,12,4096
deepspeech2-449,79238.677215,deepspeech2,6,320
deepspeech2-450,79381.677264,deepspeech2,6,320
bert-451,79415.677272,bert,16,384
bert-452,79469.677276,bert,16,192
deepspeech2-453,79557.677286,deepspeech2,8,640
bert-454,80039.677395,bert,6,192
deepspeech2-455,80175.67743099999,deepspeech2,8,320
bert-456,80184.677433,bert,6,384
cifar10-457,80236.677458,cifar10,12,2048
bert-458,80285.677493,bert,6,192
cifar10-459,80544.677516,cifar10,12,2048
cifar10-460,80583.677522,cifar10,6,2048
cifar10-461,80760.677611,cifar10,6,2048
cifar10-462,80845.677617,cifar10,8,2048
cifar10-463,80884.677625,cifar10,12,2048
cifar10-464,80960.67763600001,cifar10,8,2048
cifar10-465,81047.677649,cifar10,6,2048
cifar10-466,81267.677702,cifar10,10,4096
cifar10-467,81487.67774099999,cifar10,10,2048
deepspeech2-468,81909.677837,deepspeech2,8,640
deepspeech2-469,82355.677891,deepspeech2,6,640
cifar10-470,82636.677948,cifar10,16,2048
cifar10-471,83080.678005,cifar10,8,4096
cifar10-472,83122.678013,cifar10,10,4096
cifar10-473,83377.678059,cifar10,16,4096
cifar10-474,83468.678078,cifar10,8,2048
cifar10-475,83509.678082,cifar10,16,2048
cifar10-476,83726.678101,cifar10,12,4096
cifar10-477,83902.678115,cifar10,16,4096
cifar10-478,84479.678136,cifar10,8,4096
cifar10-479,84936.678188,cifar10,8,4096
bert-480,85483.6783,bert,16,192
bert-481,85501.67830900001,bert,8,384
bert-482,85679.67838099999,bert,16,192
deepspeech2-483,85731.6784,deepspeech2,8,640
cifar10-484,85834.678459,cifar10,12,2048
deepspeech2-485,85945.678499,deepspeech2,12,320
bert-486,86026.678512,bert,12,192
bert-487,86049.678518,bert,16,192
cifar10-488,86118.678547,cifar10,4,4096
deepspeech2-489,86122.67855299999,deepspeech2,12,640
deepspeech2-490,86270.67864,deepspeech2,8,640
deepspeech2-491,86336.678687,deepspeech2,8,640
deepspeech2-492,86405.678734,deepspeech2,12,640
deepspeech2-493,86421.67874,deepspeech2,8,320
deepspeech2-494,86478.678766,deepspeech2,12,640
bert-495,86503.678784,bert,8,192
bert-496,86547.678816,bert,6,384
bert-497,86568.67883799999,bert,16,192
bert-498,86588.67886,bert,16,384
deepspeech2-499,86593.678863,deepspeech2,8,320
bert-500,86618.678888,bert,12,384
cifar10-501,86632.6789,cifar10,8,4096
bert-502,86670.678938,bert,6,192
deepspeech2-503,86703.678958,deepspeech2,6,320
deepspeech2-504,86797.67904,deepspeech2,8,320
deepspeech2-505,86852.67908,deepspeech2,12,640
bert-506,86860.679086,bert,6,384
deepspeech2-507,86876.679104,deepspeech2,6,640
bert-508,86877.67910499999,bert,12,192
cifar10-509,86903.679128,cifar10,12,2048
bert-510,86912.679136,bert,8,384
deepspeech2-511,86929.679151,deepspeech2,6,320
bert-512,86941.679162,bert,16,192
deepspeech2-513,86955.679179,deepspeech2,8,640
deepspeech2-514,87082.679248,deepspeech2,12,320
cifar10-515,87108.67925599999,cifar10,12,2048
cifar10-516,87181.679283,cifar10,12,2048
cifar10-517,87193.67929,cifar10,12,4096
cifar10-518,87259.67931200001,cifar10,12,2048
bert-519,87355.679336,bert,12,384
cifar10-520,87367.679338,cifar10,16,2048
cifar10-521,87739.67946900001,cifar10,8,4096
cifar10-522,87739.67947100001,cifar10,12,2048
cifar10-523,87842.679505,cifar10,6,4096
bert-524,87947.679523,bert,6,384
cifar10-525,87977.679536,cifar10,16,2048
cifar10-526,87994.679538,cifar10,12,2048
cifar10-527,88168.679586,cifar10,10,4096
cifar10-528,88378.679682,cifar10,12,2048
bert-529,88422.679712,bert,8,384
cifar10-530,88460.679734,cifar10,16,2048
cifar10-531,88482.679737,cifar10,4,4096
cifar10-532,88782.67984299999,cifar10,12,2048
cifar10-533,88962.679893,cifar10,16,2048
bert-534,89352.680029,bert,12,192
cifar10-535,89588.68013400001,cifar10,6,2048
cifar10-536,89754.680165,cifar10,16,4096
cifar10-537,90245.680239,cifar10,6,4096
deepspeech2-538,90554.680273,deepspeech2,8,320
deepspeech2-539,90683.68028500001,deepspeech2,12,640
bert-540,90720.68029199999,bert,12,192
bert-541,91184.680361,bert,16,384
deepspeech2-542,91424.680433,deepspeech2,12,640
bert-543,91634.68046,bert,6,192
cifar10-544,92164.68053700001,cifar10,12,4096
cifar10-545,92487.680555,cifar10,12,2048
bert-546,92579.680572,bert,12,192
deepspeech2-547,92804.680631,deepspeech2,12,320
cifar10-548,92871.680634,cifar10,12,2048
yolov3-549,93027.680656,yolov3,4,256
deepspeech2-550,93085.68069400001,deepspeech2,8,640
bert-551,93171.680714,bert,8,384
deepspeech2-552,93229.680739,deepspeech2,8,320
cifar10-553,93460.680802,cifar10,12,2048
deepspeech2-554,93489.68082899999,deepspeech2,8,320
deepspeech2-555,93605.680853,deepspeech2,6,320
bert-556,93616.680853,bert,16,384
deepspeech2-557,94230.680945,deepspeech2,6,640
cifar10-558,95728.68103400001,cifar10,6,2048
cifar10-559,95841.681052,cifar10,6,2048
bert-560,97244.68119,bert,8,384
deepspeech2-561,98835.681273,deepspeech2,8,320
bert-562,100498.681399,bert,12,384
yolov3-563,100585.68142899999,yolov3,4,512
deepspeech2-564,100836.681446,deepspeech2,12,640
cifar10-565,101875.681499,cifar10,4,4096
bert-566,103621.681661,bert,16,384
bert-567,104211.68172200001,bert,6,384
bert-568,104458.681746,bert,6,384
deepspeech2-569,104725.681772,deepspeech2,6,640
deepspeech2-570,104766.681777,deepspeech2,12,640
cifar10-571,104984.681813,cifar10,12,4096
cifar10-572,105178.681829,cifar10,8,4096
deepspeech2-573,105217.681839,deepspeech2,8,320
deepspeech2-574,105340.681879,deepspeech2,12,320
cifar10-575,105345.681881,cifar10,4,4096
cifar10-576,105381.6819,cifar10,4,4096
deepspeech2-577,105393.681908,deepspeech2,12,640
bert-578,105400.68191,bert,12,384
cifar10-579,105496.68192,cifar10,4,2048
cifar10-580,105795.68201599999,cifar10,12,2048
cifar10-581,105844.682024,cifar10,4,4096
cifar10-582,105849.682033,cifar10,12,2048
cifar10-583,106180.682063,cifar10,6,2048
cifar10-584,106192.68208,cifar10,10,4096
cifar10-585,106200.682088,cifar10,4,2048
cifar10-586,106254.682137,cifar10,12,4096
cifar10-587,106306.682148,cifar10,16,2048
cifar10-588,106343.682181,cifar10,12,4096
cifar10-589,106406.682193,cifar10,8,2048
cifar10-590,106515.682207,cifar10,6,2048
cifar10-591,106574.682222,cifar10,16,4096
cifar10-592,106588.682242,cifar10,16,2048
yolov3-593,107331.682416,yolov3,4,256
cifar10-594,107349.682419,cifar10,12,2048
cifar10-595,107445.68243900001,cifar10,8,2048
cifar10-596,108104.68253900002,cifar10,12,2048
cifar10-597,108176.682557,cifar10,16,4096
deepspeech2-598,108267.68257599999,deepspeech2,12,320
bert-599,108355.682593,bert,16,384
deepspeech2-600,108439.68261700001,deepspeech2,6,320
imagenet-601,108453.682623,imagenet,12,6400
imagenet-602,108730.682657,imagenet,10,12800
cifar10-603,108765.68266300001,cifar10,12,4096
bert-604,108771.68266600001,bert,16,384
cifar10-605,108861.68268499999,cifar10,6,4096
yolov3-606,109023.682705,yolov3,4,256
