name,time,application,num_replicas,batch_size
bert-109,20264.665794,bert,12,192
cifar10-110,20296.665799000002,cifar10,12,4096
cifar10-111,20346.665806,cifar10,6,2048
deepspeech2-112,20351.665809000002,deepspeech2,12,320
deepspeech2-113,20412.665821000002,deepspeech2,12,320
cifar10-114,20429.665831,cifar10,4,2048
cifar10-115,20459.665838999998,cifar10,8,2048
cifar10-116,20579.665879,cifar10,8,4096
bert-117,20635.665889,bert,12,192
cifar10-118,20737.665927000002,cifar10,12,4096
cifar10-119,20760.665951,cifar10,6,2048
cifar10-120,20765.665957,cifar10,8,4096
cifar10-121,20769.665962,cifar10,16,4096
cifar10-122,20812.665978,cifar10,16,4096
cifar10-123,20920.666026,cifar10,12,4096
cifar10-124,20924.666029,cifar10,8,4096
cifar10-125,20946.666051,cifar10,12,2048
cifar10-126,20952.666057,cifar10,12,4096
cifar10-127,21062.666093,cifar10,8,4096
cifar10-128,21332.666187,cifar10,16,4096
deepspeech2-129,21484.666237,deepspeech2,8,640
cifar10-130,21552.666253,cifar10,10,2048
cifar10-131,21665.666276,cifar10,16,4096
cifar10-132,22051.666371,cifar10,10,4096
cifar10-133,22064.666380000002,cifar10,12,2048
cifar10-134,22072.666393,cifar10,6,2048
bert-135,22085.666403,bert,12,384
cifar10-136,22219.666448,cifar10,12,2048
cifar10-137,22239.666466,cifar10,6,2048
cifar10-138,22252.666483,cifar10,8,2048
cifar10-139,22425.666565,cifar10,6,2048
bert-140,22755.666639,bert,12,384
cifar10-141,22842.666661000003,cifar10,16,4096
cifar10-142,23006.666704,cifar10,6,2048
yolov3-143,23165.666735,yolov3,4,256
cifar10-144,23525.666814,cifar10,12,4096
deepspeech2-145,23587.666828,deepspeech2,12,320
deepspeech2-146,23650.666846,deepspeech2,12,640
bert-147,23811.666897,bert,8,384
deepspeech2-148,23868.666905000002,deepspeech2,12,640
deepspeech2-149,24343.667022,deepspeech2,8,640
cifar10-150,24406.667052,cifar10,6,2048
deepspeech2-151,24489.667077000002,deepspeech2,6,320
bert-152,24702.667136,bert,16,192
cifar10-153,25393.667335,cifar10,6,4096
bert-154,25492.667358000002,bert,16,192
bert-155,25500.667363999997,bert,12,384
cifar10-156,25748.667457,cifar10,16,4096
cifar10-157,25748.667457,cifar10,10,4096
deepspeech2-158,25758.667467,deepspeech2,6,320
cifar10-159,25775.667487,cifar10,12,4096
cifar10-160,25778.667491,cifar10,8,2048
cifar10-161,25802.667524,cifar10,12,2048
deepspeech2-162,25816.667540000002,deepspeech2,12,640
deepspeech2-163,25845.667568,deepspeech2,8,320
deepspeech2-164,25971.667591,deepspeech2,6,640
cifar10-165,26186.667629,cifar10,8,4096
cifar10-166,26325.667706,cifar10,4,2048
cifar10-167,26496.667751,cifar10,10,2048
cifar10-168,26523.667763,cifar10,12,4096
cifar10-169,26592.66778,cifar10,4,2048
cifar10-170,26616.667808000002,cifar10,6,4096
cifar10-171,26618.667811000003,cifar10,8,2048
cifar10-172,26635.667825,cifar10,6,4096
cifar10-173,26744.667863,cifar10,6,2048
cifar10-174,26753.667873,cifar10,8,4096
cifar10-175,26756.667877,cifar10,4,2048
cifar10-176,27016.667952999996,cifar10,8,4096
cifar10-177,27064.667974,cifar10,12,2048
cifar10-178,27094.668007999997,cifar10,10,2048
cifar10-179,27098.668011,cifar10,12,2048
cifar10-180,27101.668016000003,cifar10,6,4096
cifar10-181,27107.668020999998,cifar10,8,2048
bert-182,27275.668107999998,bert,8,384
bert-183,27327.668166000003,bert,8,192
cifar10-184,27358.668198000003,cifar10,8,4096
cifar10-185,27422.668218000003,cifar10,8,2048
deepspeech2-186,27533.668236,deepspeech2,8,320
cifar10-187,27583.66825,cifar10,12,2048
cifar10-188,27758.668283999996,cifar10,10,2048
cifar10-189,27877.668315,cifar10,8,2048
cifar10-190,27894.668319,cifar10,12,4096
cifar10-191,28220.668393,cifar10,10,2048
deepspeech2-192,28520.668482999998,deepspeech2,12,320
bert-193,28562.668530000003,bert,6,384
cifar10-194,28592.668567,cifar10,12,2048
deepspeech2-195,28604.668579,deepspeech2,12,320
deepspeech2-196,28690.668664999997,deepspeech2,6,320
bert-197,28692.66867,bert,8,384
cifar10-198,28697.668677999998,cifar10,6,2048
bert-199,28742.668731,bert,12,192
deepspeech2-200,28747.668735000003,deepspeech2,6,640
bert-201,28776.668767000003,bert,8,192
cifar10-202,28910.668824,cifar10,8,4096
cifar10-203,28951.668833,cifar10,16,2048
cifar10-204,29073.668863,cifar10,4,2048
cifar10-205,29198.66888,cifar10,10,4096
cifar10-206,29325.668900999997,cifar10,6,4096
cifar10-207,29464.668937000002,cifar10,16,2048
bert-208,29535.668959,bert,16,192
bert-209,29576.669036000003,bert,8,192
cifar10-210,29577.669041,cifar10,12,4096
cifar10-211,29639.669074,cifar10,16,4096
cifar10-212,30092.669173000002,cifar10,10,2048
cifar10-213,30152.669184,cifar10,12,2048
cifar10-214,30172.669188,cifar10,10,2048
cifar10-215,30260.669208,cifar10,16,2048
cifar10-216,30338.669219,cifar10,6,2048
deepspeech2-217,30433.669248000002,deepspeech2,6,640
cifar10-218,30594.669276999997,cifar10,6,2048
bert-219,30793.669315,bert,6,384
cifar10-220,30876.669331,cifar10,6,2048
cifar10-221,31054.669351,cifar10,12,2048
cifar10-222,31206.669380000003,cifar10,8,2048
cifar10-223,31244.669394999997,cifar10,12,4096
cifar10-224,31279.669402,cifar10,8,4096
cifar10-225,31306.669406,cifar10,12,4096
cifar10-226,31526.669445999996,cifar10,4,2048
cifar10-227,31649.669469,cifar10,8,2048
deepspeech2-228,31844.669501,deepspeech2,8,640
imagenet-229,31995.669532999997,imagenet,12,12800
cifar10-230,32235.669557999998,cifar10,16,4096
cifar10-231,32476.66963,cifar10,8,4096
cifar10-232,32479.669632,cifar10,8,2048
cifar10-233,32731.669668000002,cifar10,8,2048
cifar10-234,32877.669694,cifar10,12,2048
cifar10-235,32919.669705,cifar10,16,4096
cifar10-236,32947.669711,cifar10,4,4096
cifar10-237,33256.669763,cifar10,6,2048
cifar10-238,33414.669804000005,cifar10,8,4096
deepspeech2-239,33681.669863999996,deepspeech2,6,320
cifar10-240,33683.669866000004,cifar10,16,2048
deepspeech2-241,33952.669919,deepspeech2,12,640
deepspeech2-242,34062.669945999995,deepspeech2,12,320
cifar10-243,34210.669969999995,cifar10,12,4096
cifar10-244,34389.67001,cifar10,12,4096
cifar10-245,34399.670017000004,cifar10,8,4096
cifar10-246,34413.670032,cifar10,10,4096
deepspeech2-247,34415.670033999995,deepspeech2,12,320
bert-248,34548.670076,bert,16,192
bert-249,34553.670079,bert,16,192
cifar10-250,34619.670095,cifar10,6,4096
deepspeech2-251,34620.670095999994,deepspeech2,12,640
yolov3-252,34667.67011,yolov3,4,512
cifar10-253,34814.67013,cifar10,8,2048
cifar10-254,34826.670132,cifar10,10,4096
cifar10-255,34894.67015,cifar10,4,4096
deepspeech2-256,34947.670161,deepspeech2,8,640
cifar10-257,35166.670217,cifar10,6,4096
cifar10-258,35444.670263,cifar10,10,2048
deepspeech2-259,35662.670311,deepspeech2,8,320
cifar10-260,35846.670342000005,cifar10,4,4096
cifar10-261,35863.670348,cifar10,8,4096
deepspeech2-262,35870.670349,deepspeech2,12,320
bert-263,36055.670401999996,bert,8,192
cifar10-264,36077.67042,cifar10,8,2048
cifar10-265,36162.670446,cifar10,12,4096
cifar10-266,36455.670586,cifar10,8,4096
cifar10-267,36503.670657999995,cifar10,16,2048
cifar10-268,36738.670725,cifar10,12,4096
cifar10-269,37118.6708,cifar10,8,4096
cifar10-270,37274.67083,cifar10,12,4096
bert-271,37356.670849,bert,16,384
cifar10-272,37370.670852999996,cifar10,10,4096
cifar10-273,37560.670877,cifar10,6,2048
bert-274,37564.670877,bert,16,192
cifar10-275,37858.670923000005,cifar10,6,2048
cifar10-276,37870.670933999994,cifar10,6,4096
cifar10-277,37878.670939999996,cifar10,8,2048
cifar10-278,38211.671009,cifar10,16,4096
cifar10-279,38231.671015,cifar10,12,2048
cifar10-280,38272.671019,cifar10,6,4096
cifar10-281,38386.671044999996,cifar10,16,4096
deepspeech2-282,38575.671091000004,deepspeech2,6,320
bert-283,38607.671101,bert,6,192
bert-284,38706.671122,bert,12,192
cifar10-285,39149.671252,cifar10,6,4096
bert-286,39441.671363,bert,8,192
bert-287,39486.671405,bert,12,192
bert-288,39496.671419,bert,12,384
cifar10-289,39628.671436000004,cifar10,4,4096
cifar10-290,39740.671462,cifar10,6,4096
bert-291,40065.671519,bert,6,384
bert-292,40537.671610000005,bert,6,192
cifar10-293,40543.671617,cifar10,6,4096
cifar10-294,40572.671654000005,cifar10,12,2048
deepspeech2-295,40626.67171,deepspeech2,6,320
deepspeech2-296,40641.671731,deepspeech2,8,320
cifar10-297,40696.671776999996,cifar10,6,2048
bert-298,40782.67179,bert,6,384
cifar10-299,41003.671826,cifar10,12,4096
cifar10-300,41202.671849,cifar10,6,4096
cifar10-301,41468.671909,cifar10,16,2048
deepspeech2-302,41484.671911000005,deepspeech2,6,640
deepspeech2-303,41488.671912,deepspeech2,8,320
cifar10-304,41523.671915,cifar10,10,2048
cifar10-305,41544.671919,cifar10,8,4096
cifar10-306,41623.671931,cifar10,12,4096
cifar10-307,41771.67196,cifar10,6,4096
cifar10-308,42416.672101,cifar10,12,4096
cifar10-309,42464.672126,cifar10,16,4096
bert-310,42630.672163,bert,8,384
bert-311,42755.672191000005,bert,8,192
bert-312,42888.672214,bert,12,192
deepspeech2-313,42920.67222,deepspeech2,12,640
cifar10-314,43231.672313,cifar10,8,4096
cifar10-315,43383.672472000006,cifar10,8,4096
cifar10-316,43403.672494,cifar10,8,4096
cifar10-317,43434.672521,cifar10,6,4096
cifar10-318,43451.672539,cifar10,12,4096
cifar10-319,46442.672661000004,cifar10,8,4096
cifar10-320,46447.672666000006,cifar10,10,4096
cifar10-321,47346.672691,cifar10,16,4096
cifar10-322,47368.672714,cifar10,8,4096
cifar10-323,47441.672744,cifar10,12,2048
cifar10-324,47490.672774,cifar10,8,2048
imagenet-325,47524.672799,imagenet,14,6400
cifar10-326,47790.672892,cifar10,6,2048
bert-327,48439.673041,bert,16,384
bert-328,48628.67305,bert,16,384
cifar10-329,49127.673099,cifar10,12,4096
yolov3-330,49200.673106,yolov3,4,256
bert-331,49254.67311,bert,8,384
bert-332,49436.673127999995,bert,8,384
cifar10-333,50597.67322,cifar10,12,4096
cifar10-334,50635.673225,cifar10,4,4096
cifar10-335,51276.673252,cifar10,10,4096
cifar10-336,51471.67329,cifar10,12,4096
cifar10-337,51498.673297,cifar10,8,4096
bert-338,52278.673394,bert,12,192
cifar10-339,52406.673419,cifar10,16,2048
cifar10-340,53491.673591000006,cifar10,6,2048
cifar10-341,53495.673595,cifar10,6,2048
deepspeech2-342,53781.673671000004,deepspeech2,12,640
cifar10-343,54035.673697000006,cifar10,12,4096
cifar10-344,54037.673701,cifar10,12,2048
cifar10-345,54089.673749,cifar10,12,4096
cifar10-346,54770.673814999995,cifar10,6,2048
cifar10-347,54904.6739,cifar10,10,2048
cifar10-348,54992.673929,cifar10,6,4096
cifar10-349,55035.673976,cifar10,4,2048
cifar10-350,55082.674016,cifar10,12,4096
cifar10-351,55083.674019000006,cifar10,10,2048
cifar10-352,55094.674026,cifar10,16,4096
cifar10-353,55156.674079,cifar10,8,2048
cifar10-354,55157.67408,cifar10,12,2048
cifar10-355,55173.674096,cifar10,6,2048
cifar10-356,55209.674137,cifar10,12,2048
cifar10-357,55232.674159,cifar10,12,4096
cifar10-358,55269.67419299999,cifar10,6,4096
bert-359,55729.67422000001,bert,8,384
cifar10-360,56409.67431,cifar10,16,2048
bert-361,56726.674329999994,bert,8,384
cifar10-362,57894.67438,cifar10,16,2048
cifar10-363,58646.674437,cifar10,6,4096
deepspeech2-364,58675.674441999996,deepspeech2,12,320
cifar10-365,59518.674492,cifar10,12,2048
bert-366,59561.67449299999,bert,8,192
deepspeech2-367,60555.674555,deepspeech2,8,320
bert-368,61046.674634,bert,16,384
cifar10-369,61979.674676999995,cifar10,12,4096
cifar10-370,62064.674683000005,cifar10,10,4096
cifar10-371,62231.674689,cifar10,10,2048
cifar10-372,63162.674788,cifar10,8,4096
cifar10-373,63193.674799,cifar10,10,2048
cifar10-374,63227.674802999994,cifar10,8,2048
cifar10-375,63816.674828999996,cifar10,4,4096
cifar10-376,64098.674852,cifar10,8,4096
deepspeech2-377,64329.67488099999,deepspeech2,8,640
bert-378,64339.674890999995,bert,16,192
cifar10-379,64440.67490499999,cifar10,12,4096
cifar10-380,64607.674925,cifar10,12,4096
deepspeech2-381,64822.674941,deepspeech2,8,320
cifar10-382,64992.67496900001,cifar10,6,4096
bert-383,65341.675014,bert,12,192
cifar10-384,65593.675073,cifar10,12,4096
cifar10-385,65721.67516,cifar10,6,4096
cifar10-386,65732.67516900001,cifar10,6,2048
deepspeech2-387,65838.67525700001,deepspeech2,12,320
deepspeech2-388,65850.67527200001,deepspeech2,6,640
cifar10-389,66008.675287,cifar10,12,4096
cifar10-390,66017.675296,cifar10,12,2048
deepspeech2-391,66038.675309,deepspeech2,8,640
deepspeech2-392,66055.675318,deepspeech2,6,640
cifar10-393,66080.675341,cifar10,16,4096
bert-394,66127.675382,bert,12,384
deepspeech2-395,66286.675434,deepspeech2,6,640
cifar10-396,66294.67544199999,cifar10,8,4096
bert-397,66349.675491,bert,12,192
cifar10-398,66427.675516,cifar10,10,2048
cifar10-399,66597.675613,cifar10,16,4096
cifar10-400,66663.67567899999,cifar10,12,2048
cifar10-401,66705.67572300001,cifar10,12,4096
cifar10-402,66819.67575,cifar10,6,2048
deepspeech2-403,66843.675785,deepspeech2,6,320
cifar10-404,66887.675799,cifar10,6,4096
deepspeech2-405,67008.67585700001,deepspeech2,12,640
deepspeech2-406,67027.675873,deepspeech2,6,640
deepspeech2-407,67031.675876,deepspeech2,6,640
bert-408,67064.675909,bert,6,384
cifar10-409,68117.675943,cifar10,4,2048
deepspeech2-410,68902.67597899999,deepspeech2,12,640
cifar10-411,69404.67607,cifar10,12,4096
cifar10-412,69480.676085,cifar10,6,4096
bert-413,69862.676116,bert,6,192
cifar10-414,69889.67611900001,cifar10,6,2048
cifar10-415,69961.676131,cifar10,12,4096
cifar10-416,70370.676161,cifar10,6,4096
deepspeech2-417,70428.67616599999,deepspeech2,8,320
cifar10-418,70609.676176,cifar10,16,4096
cifar10-419,70611.676177,cifar10,12,4096
yolov3-420,73305.676269,yolov3,4,512
cifar10-421,73363.67632,cifar10,12,2048
yolov3-422,73364.676322,yolov3,4,256
yolov3-423,73393.67634800001,yolov3,4,256
yolov3-424,73778.676508,yolov3,4,512
yolov3-425,73780.67651,yolov3,4,256
cifar10-426,73786.676515,cifar10,12,2048
cifar10-427,73914.676524,cifar10,12,2048
cifar10-428,74035.676528,cifar10,16,2048
yolov3-429,74526.67654500001,yolov3,4,256
cifar10-430,74784.676562,cifar10,12,2048
cifar10-431,75642.676624,cifar10,8,4096
bert-432,76381.676656,bert,12,384
bert-433,76940.67671100001,bert,16,384
bert-434,77145.676774,bert,8,192
bert-435,77356.676826,bert,6,192
yolov3-436,77556.676894,yolov3,4,512
deepspeech2-437,77635.676912,deepspeech2,12,640
bert-438,77670.676926,bert,6,384
deepspeech2-439,77728.67695,deepspeech2,8,320
deepspeech2-440,78139.677014,deepspeech2,6,640
deepspeech2-441,78336.677042,deepspeech2,6,320
cifar10-442,78367.677049,cifar10,12,4096
bert-443,78577.677061,bert,12,192
cifar10-444,78758.677096,cifar10,6,4096
cifar10-445,79098.67718,cifar10,6,4096
bert-446,79267.677228,bert,8,384
bert-447,79346.677247,bert,16,192
cifar10-448,79378.677262,cifar10,4,4096
deepspeech2-449,79521.677282,deepspeech2,12,320
deepspeech2-450,79610.677297,deepspeech2,8,320
bert-451,79694.677308,bert,8,384
bert-452,79774.677322,bert,12,192
bert-453,79846.677332,bert,12,384
cifar10-454,79977.67738,cifar10,16,2048
cifar10-455,79984.677383,cifar10,12,2048
cifar10-456,80179.67743200001,cifar10,16,4096
cifar10-457,80236.67744700001,cifar10,8,2048
deepspeech2-458,80267.677489,deepspeech2,8,320
cifar10-459,80388.67750399999,cifar10,16,2048
cifar10-460,80766.677612,cifar10,12,2048
cifar10-461,80847.677618,cifar10,8,2048
cifar10-462,80898.677627,cifar10,16,2048
cifar10-463,81120.677665,cifar10,8,2048
cifar10-464,81185.677675,cifar10,8,2048
cifar10-465,81261.677701,cifar10,4,2048
cifar10-466,81756.677798,cifar10,8,4096
cifar10-467,81828.677816,cifar10,6,2048
cifar10-468,81861.677825,cifar10,4,4096
cifar10-469,82184.677869,cifar10,4,4096
cifar10-470,82188.677872,cifar10,12,2048
cifar10-471,83080.678005,cifar10,12,4096
cifar10-472,83082.67800599999,cifar10,12,4096
cifar10-473,83207.678035,cifar10,8,4096
cifar10-474,84432.678134,cifar10,16,2048
deepspeech2-475,84583.678145,deepspeech2,6,320
cifar10-476,84690.678162,cifar10,4,4096
bert-477,84927.678185,bert,6,384
deepspeech2-478,85122.678236,deepspeech2,8,640
cifar10-479,85238.678256,cifar10,8,4096
deepspeech2-480,85473.678295,deepspeech2,12,320
deepspeech2-481,85656.678373,deepspeech2,12,640
bert-482,85781.678419,bert,12,192
bert-483,85820.678443,bert,8,384
bert-484,85831.678457,bert,16,192
bert-485,86227.67862400001,bert,6,192
cifar10-486,86257.678635,cifar10,10,2048
bert-487,86259.678636,bert,8,192
deepspeech2-488,86313.67867000001,deepspeech2,8,640
bert-489,86398.67873,bert,16,384
bert-490,86563.67882999999,bert,6,384
bert-491,86563.67882999999,bert,8,384
deepspeech2-492,86585.67885499999,deepspeech2,8,640
deepspeech2-493,86624.678895,deepspeech2,6,320
deepspeech2-494,86665.678933,deepspeech2,12,640
bert-495,86667.678936,bert,6,192
bert-496,86670.678938,bert,6,384
deepspeech2-497,86740.678991,deepspeech2,8,320
deepspeech2-498,86751.678999,deepspeech2,6,640
deepspeech2-499,86778.67902000001,deepspeech2,6,320
yolov3-500,86794.679038,yolov3,4,512
cifar10-501,86796.679039,cifar10,4,4096
bert-502,86826.679057,bert,16,192
yolov3-503,86874.6791,yolov3,4,256
deepspeech2-504,86883.679111,deepspeech2,12,320
deepspeech2-505,86903.679129,deepspeech2,8,640
bert-506,86924.679145,bert,8,384
bert-507,86929.67915,bert,12,384
bert-508,86931.67915299999,bert,16,192
bert-509,86937.679156,bert,8,192
deepspeech2-510,86939.67916100001,deepspeech2,12,640
bert-511,86944.679166,bert,8,192
bert-512,86947.67917100001,bert,8,192
cifar10-513,87039.67923400001,cifar10,12,4096
bert-514,87116.679262,bert,16,192
cifar10-515,87154.679277,cifar10,12,2048
bert-516,87355.67933500001,bert,8,192
cifar10-517,87427.679347,cifar10,8,4096
cifar10-518,87586.679411,cifar10,8,2048
cifar10-519,87609.67941699999,cifar10,6,4096
deepspeech2-520,87628.67942300001,deepspeech2,8,320
cifar10-521,87676.679439,cifar10,8,4096
cifar10-522,87739.679467,cifar10,12,2048
cifar10-523,87780.67948400001,cifar10,16,4096
cifar10-524,88108.679571,cifar10,8,4096
cifar10-525,88192.679598,cifar10,12,2048
cifar10-526,88339.679663,cifar10,4,2048
cifar10-527,88734.679831,cifar10,16,4096
deepspeech2-528,89049.67993,deepspeech2,8,320
deepspeech2-529,89174.679968,deepspeech2,8,640
bert-530,89478.680092,bert,6,192
cifar10-531,89520.68011,cifar10,6,4096
cifar10-532,89550.680122,cifar10,12,2048
deepspeech2-533,89593.680137,deepspeech2,12,320
cifar10-534,89917.68019,cifar10,6,2048
cifar10-535,90405.680257,cifar10,8,2048
cifar10-536,90424.680263,cifar10,8,4096
cifar10-537,90544.680272,cifar10,8,4096
cifar10-538,90572.680275,cifar10,4,2048
deepspeech2-539,90700.680289,deepspeech2,6,640
deepspeech2-540,90737.680295,deepspeech2,12,320
deepspeech2-541,90903.680316,deepspeech2,6,640
deepspeech2-542,91110.68033999999,deepspeech2,8,640
deepspeech2-543,91178.680359,deepspeech2,6,320
deepspeech2-544,91194.680364,deepspeech2,12,640
deepspeech2-545,91299.68040499999,deepspeech2,8,320
bert-546,91309.680408,bert,6,192
bert-547,91310.68040900001,bert,8,192
bert-548,91421.68043200001,bert,16,192
deepspeech2-549,91972.68049700001,deepspeech2,12,320
yolov3-550,92086.680524,yolov3,4,512
cifar10-551,92164.68053700001,cifar10,16,4096
deepspeech2-552,92475.68055399999,deepspeech2,12,320
bert-553,92693.680595,bert,16,192
deepspeech2-554,92752.680619,deepspeech2,12,320
cifar10-555,93087.68069600001,cifar10,6,2048
deepspeech2-556,93108.680704,deepspeech2,6,640
deepspeech2-557,93267.680748,deepspeech2,8,640
cifar10-558,93461.680805,cifar10,12,2048
cifar10-559,93461.68080599999,cifar10,6,2048
deepspeech2-560,93570.680842,deepspeech2,6,640
deepspeech2-561,93599.680852,deepspeech2,8,320
deepspeech2-562,93776.680871,deepspeech2,8,640
deepspeech2-563,93776.680876,deepspeech2,8,640
cifar10-564,93950.680918,cifar10,16,4096
deepspeech2-565,94961.680991,deepspeech2,12,640
deepspeech2-566,95531.681006,deepspeech2,12,640
cifar10-567,95652.681013,cifar10,6,4096
cifar10-568,95685.681021,cifar10,8,4096
cifar10-569,95902.68106,cifar10,12,4096
cifar10-570,96029.681073,cifar10,6,4096
cifar10-571,96095.681084,cifar10,8,4096
cifar10-572,96447.681112,cifar10,16,4096
deepspeech2-573,96649.681123,deepspeech2,6,320
cifar10-574,96699.68113099999,cifar10,8,2048
cifar10-575,96927.68115,cifar10,8,4096
cifar10-576,97138.681178,cifar10,8,4096
cifar10-577,97177.68118500001,cifar10,8,4096
cifar10-578,97468.681212,cifar10,16,4096
imagenet-579,97526.681215,imagenet,12,6400
cifar10-580,98320.68125499999,cifar10,8,2048
cifar10-581,98400.68125800001,cifar10,16,4096
imagenet-582,98580.681261,imagenet,14,6400
cifar10-583,98586.681262,cifar10,8,2048
cifar10-584,99311.68131100001,cifar10,10,4096
cifar10-585,99843.68133400001,cifar10,10,2048
deepspeech2-586,100404.681373,deepspeech2,12,640
cifar10-587,100408.681375,cifar10,8,2048
cifar10-588,100491.68139,cifar10,4,4096
bert-589,100498.681399,bert,8,192
deepspeech2-590,100505.681405,deepspeech2,6,320
bert-591,100672.681441,bert,6,384
cifar10-592,100980.68145,cifar10,12,2048
cifar10-593,101960.68150199999,cifar10,4,2048
bert-594,102313.68151699999,bert,16,192
deepspeech2-595,102327.681529,deepspeech2,8,320
deepspeech2-596,102330.681532,deepspeech2,12,320
bert-597,103448.681631,bert,6,384
bert-598,103450.681633,bert,16,192
bert-599,104114.681713,bert,16,384
deepspeech2-600,104249.681727,deepspeech2,8,320
