name,time,application,num_replicas,batch_size
deepspeech2-245,34410.670028,deepspeech2,12,640
deepspeech2-246,34421.670041000005,deepspeech2,6,640
imagenet-247,34931.670156,imagenet,14,6400
yolov3-248,35077.670183999995,yolov3,4,256
deepspeech2-249,35285.670237,deepspeech2,8,320
cifar10-250,35431.670258,cifar10,6,4096
cifar10-251,35444.670263,cifar10,6,4096
cifar10-252,35478.670277,cifar10,6,4096
cifar10-253,35622.670302,cifar10,6,2048
cifar10-254,35747.670328,cifar10,12,4096
cifar10-255,36051.670392,cifar10,12,4096
cifar10-256,36058.670403,cifar10,6,4096
cifar10-257,36106.670432,cifar10,6,4096
bert-258,36111.670433,bert,6,192
cifar10-259,36162.670447000004,cifar10,4,2048
cifar10-260,36192.670476,cifar10,6,4096
cifar10-261,36376.67053,cifar10,16,4096
cifar10-262,36413.67057,cifar10,12,2048
cifar10-263,36455.670586,cifar10,6,2048
cifar10-264,36519.670676999995,cifar10,12,2048
cifar10-265,36521.670677999995,cifar10,12,4096
cifar10-266,36543.670683,cifar10,16,4096
deepspeech2-267,36577.670693,deepspeech2,12,320
deepspeech2-268,36665.670718,deepspeech2,8,640
cifar10-269,36841.670743,cifar10,8,4096
cifar10-270,36878.670748000004,cifar10,12,4096
cifar10-271,37142.670807999995,cifar10,12,4096
bert-272,37159.670813,bert,6,384
cifar10-273,37320.670843,cifar10,8,2048
deepspeech2-274,37576.670882,deepspeech2,8,320
cifar10-275,37844.670908,cifar10,8,2048
cifar10-276,38427.671056,cifar10,6,4096
yolov3-277,38558.671083999994,yolov3,4,256
cifar10-278,38930.671154,cifar10,12,4096
deepspeech2-279,39069.671204000006,deepspeech2,6,320
cifar10-280,39147.671249,cifar10,8,4096
cifar10-281,39168.671277,cifar10,8,4096
cifar10-282,39186.6713,cifar10,10,2048
cifar10-283,39191.671305,cifar10,8,2048
cifar10-284,39425.671359,cifar10,6,2048
deepspeech2-285,39465.671385,deepspeech2,8,640
cifar10-286,39579.67143,cifar10,16,2048
cifar10-287,39733.671457,cifar10,6,2048
cifar10-288,39734.671458,cifar10,12,4096
cifar10-289,39980.6715,cifar10,8,4096
deepspeech2-290,40025.671508,deepspeech2,12,640
cifar10-291,40107.671525,cifar10,12,4096
cifar10-292,40194.671531,cifar10,8,2048
bert-293,40552.671624,bert,6,384
bert-294,40566.671645,bert,8,192
deepspeech2-295,40574.671657,deepspeech2,8,320
cifar10-296,40586.671669999996,cifar10,8,2048
cifar10-297,40605.671689999996,cifar10,12,2048
bert-298,40632.671716000004,bert,8,384
cifar10-299,40636.671723,cifar10,16,4096
cifar10-300,40653.671746,cifar10,10,4096
cifar10-301,40679.671773,cifar10,16,2048
bert-302,40987.671822000004,bert,8,384
cifar10-303,41144.671838999995,cifar10,8,2048
cifar10-304,41220.67185,cifar10,16,2048
cifar10-305,41367.671882999995,cifar10,12,4096
deepspeech2-306,41447.671904,deepspeech2,12,640
cifar10-307,41670.671939,cifar10,12,4096
cifar10-308,41990.671997000005,cifar10,4,4096
cifar10-309,42100.672032,cifar10,12,4096
cifar10-310,42299.672069,cifar10,12,4096
bert-311,42349.672081,bert,12,192
cifar10-312,42412.672094,cifar10,10,2048
cifar10-313,42546.672142,cifar10,12,4096
deepspeech2-314,42638.672164999996,deepspeech2,12,640
cifar10-315,42928.672221,cifar10,8,4096
bert-316,42987.672226999995,bert,12,384
cifar10-317,43045.672235000005,cifar10,12,4096
cifar10-318,43056.672238,cifar10,6,4096
cifar10-319,43192.672277,cifar10,8,4096
cifar10-320,43194.672279,cifar10,6,4096
deepspeech2-321,43416.672505,deepspeech2,8,640
cifar10-322,43422.672510000004,cifar10,16,4096
cifar10-323,43423.672512,cifar10,12,2048
cifar10-324,43442.672526999995,cifar10,6,2048
cifar10-325,43446.672533,cifar10,16,2048
cifar10-326,43473.672561,cifar10,12,2048
cifar10-327,43816.672582,cifar10,6,4096
cifar10-328,44657.672614999996,cifar10,8,4096
cifar10-329,45040.672628,cifar10,10,4096
cifar10-330,47385.67273,cifar10,6,2048
cifar10-331,47626.672847,cifar10,16,4096
cifar10-332,47639.672857,cifar10,8,4096
cifar10-333,47768.672866,cifar10,16,4096
cifar10-334,47786.672885,cifar10,4,4096
cifar10-335,47939.67294,cifar10,10,4096
bert-336,48440.673042,bert,12,384
cifar10-337,48562.673044999996,cifar10,6,4096
deepspeech2-338,48769.673064999995,deepspeech2,12,320
cifar10-339,49398.673115,cifar10,8,2048
cifar10-340,49800.673160000006,cifar10,12,2048
cifar10-341,51442.67328,cifar10,12,2048
cifar10-342,51449.673285000004,cifar10,16,4096
cifar10-343,51454.673287,cifar10,12,4096
deepspeech2-344,51944.673314,deepspeech2,12,320
bert-345,52145.67335,bert,8,384
bert-346,52273.673383,bert,16,192
cifar10-347,52570.673441,cifar10,12,2048
cifar10-348,52713.673472,cifar10,6,4096
deepspeech2-349,52883.673532,deepspeech2,6,320
bert-350,52909.673548,bert,12,384
cifar10-351,52910.673551,cifar10,6,2048
bert-352,52954.673564,bert,16,384
cifar10-353,52980.673566000005,cifar10,16,2048
cifar10-354,53514.67362,cifar10,6,2048
cifar10-355,53522.673629000004,cifar10,16,2048
cifar10-356,53542.673658,cifar10,12,2048
bert-357,54035.673698,bert,8,384
cifar10-358,54067.673725,cifar10,12,4096
cifar10-359,54671.67380800001,cifar10,10,4096
cifar10-360,54786.67383099999,cifar10,10,2048
bert-361,54842.673869000006,bert,16,384
cifar10-362,55062.673999,cifar10,8,2048
cifar10-363,55067.67400399999,cifar10,8,4096
cifar10-364,55082.674016,cifar10,10,2048
cifar10-365,55088.674021000006,cifar10,8,2048
cifar10-366,55104.674033,cifar10,12,2048
cifar10-367,55167.67409,cifar10,4,2048
cifar10-368,55200.67412,cifar10,12,4096
cifar10-369,55219.674148000006,cifar10,12,4096
cifar10-370,55232.674159,cifar10,12,4096
cifar10-371,55246.674173,cifar10,12,2048
cifar10-372,55788.674235000006,cifar10,8,4096
cifar10-373,56369.67430499999,cifar10,10,2048
cifar10-374,56514.674317,cifar10,12,2048
cifar10-375,57897.674381,cifar10,8,4096
cifar10-376,58065.674384000005,cifar10,4,4096
cifar10-377,58311.67442,cifar10,6,4096
imagenet-378,58822.674463,imagenet,14,6400
deepspeech2-379,59662.674499,deepspeech2,8,640
cifar10-380,60041.674510000004,cifar10,6,4096
deepspeech2-381,60055.674510000004,deepspeech2,8,320
cifar10-382,60207.674522,cifar10,16,4096
cifar10-383,60443.67454,cifar10,12,2048
deepspeech2-384,60560.67457,deepspeech2,8,640
bert-385,60631.674579,bert,6,384
deepspeech2-386,60795.674590999995,deepspeech2,6,320
cifar10-387,60872.674595000004,cifar10,8,2048
bert-388,61029.674616,bert,8,384
bert-389,61035.674622000006,bert,8,384
bert-390,61059.674647,bert,8,192
cifar10-391,63152.674775,cifar10,6,4096
cifar10-392,63155.674777,cifar10,6,4096
cifar10-393,63193.674799,cifar10,12,4096
cifar10-394,63239.674804999995,cifar10,12,4096
cifar10-395,63315.674808,cifar10,16,4096
cifar10-396,63397.674810000004,cifar10,16,4096
cifar10-397,63425.674811000004,cifar10,6,2048
cifar10-398,63898.674838,cifar10,4,2048
cifar10-399,63985.67484199999,cifar10,12,4096
cifar10-400,64003.674845,cifar10,12,2048
cifar10-401,64708.674934,cifar10,12,4096
cifar10-402,64710.674936,cifar10,8,2048
cifar10-403,65030.674976,cifar10,8,2048
yolov3-404,65099.674978999996,yolov3,4,512
bert-405,65333.675011,bert,12,384
deepspeech2-406,65532.675049,deepspeech2,6,640
cifar10-407,65578.675071,cifar10,4,4096
cifar10-408,65593.675078,cifar10,4,4096
cifar10-409,65616.675105,cifar10,6,2048
cifar10-410,65737.675175,cifar10,8,4096
deepspeech2-411,65763.675213,deepspeech2,6,640
bert-412,65834.675253,bert,16,384
deepspeech2-413,65836.675255,deepspeech2,12,320
cifar10-414,65853.67528,cifar10,12,2048
cifar10-415,65858.675285,cifar10,8,4096
cifar10-416,66065.675328,cifar10,16,4096
cifar10-417,66117.675373,cifar10,4,2048
deepspeech2-418,66118.675375,deepspeech2,12,640
cifar10-419,66280.675428,cifar10,4,4096
deepspeech2-420,66287.675436,deepspeech2,6,640
deepspeech2-421,66347.675489,deepspeech2,12,320
bert-422,66348.675489,bert,16,192
bert-423,66451.67552599999,bert,12,192
cifar10-424,66476.67555599999,cifar10,10,4096
cifar10-425,66617.675618,cifar10,8,2048
cifar10-426,66643.675643,cifar10,8,2048
cifar10-427,66654.675664,cifar10,8,2048
cifar10-428,66659.675674,cifar10,12,2048
cifar10-429,66795.67572999999,cifar10,4,2048
bert-430,67017.675864,bert,16,192
bert-431,67048.67589099999,bert,8,384
deepspeech2-432,67048.67589299999,deepspeech2,6,640
bert-433,67792.675939,bert,6,384
bert-434,68897.675964,bert,6,192
deepspeech2-435,68906.675984,deepspeech2,6,320
deepspeech2-436,68975.676002,deepspeech2,6,640
deepspeech2-437,69050.676019,deepspeech2,6,640
cifar10-438,69390.67606,cifar10,16,4096
cifar10-439,69400.676067,cifar10,12,2048
imagenet-440,69653.676092,imagenet,12,12800
cifar10-441,72080.676218,cifar10,8,2048
bert-442,73172.676241,bert,12,384
cifar10-443,73314.676275,cifar10,12,2048
yolov3-444,73350.676309,yolov3,4,512
yolov3-445,73381.67633300001,yolov3,4,512
yolov3-446,73706.676445,yolov3,4,512
yolov3-447,73710.676448,yolov3,4,256
yolov3-448,73721.67645700001,yolov3,4,512
yolov3-449,73758.67649099999,yolov3,4,256
yolov3-450,73790.676517,yolov3,4,256
cifar10-451,74749.676558,cifar10,6,4096
cifar10-452,75275.676609,cifar10,12,2048
bert-453,76938.676708,bert,12,384
bert-454,76957.676724,bert,16,192
bert-455,77034.67674400001,bert,8,192
bert-456,77149.676779,bert,6,384
deepspeech2-457,77249.67679700001,deepspeech2,6,320
deepspeech2-458,77315.676808,deepspeech2,12,320
deepspeech2-459,77320.676814,deepspeech2,6,320
bert-460,77454.676859,bert,6,192
bert-461,77541.676886,bert,12,192
deepspeech2-462,77553.67689199999,deepspeech2,12,320
bert-463,77554.676893,bert,12,192
bert-464,77558.67689500001,bert,12,192
cifar10-465,77560.676896,cifar10,8,2048
bert-466,77657.676918,bert,6,384
deepspeech2-467,77712.676941,deepspeech2,8,320
bert-468,77773.676962,bert,12,384
deepspeech2-469,77834.676981,deepspeech2,6,640
deepspeech2-470,78075.677004,deepspeech2,6,320
deepspeech2-471,78230.677026,deepspeech2,6,640
deepspeech2-472,78315.67703600001,deepspeech2,8,640
bert-473,79032.677169,bert,6,384
bert-474,79039.677171,bert,12,192
deepspeech2-475,79238.677216,deepspeech2,6,320
bert-476,79300.677234,bert,6,384
bert-477,79343.677245,bert,8,384
deepspeech2-478,79381.677264,deepspeech2,8,640
cifar10-479,79545.677285,cifar10,8,4096
deepspeech2-480,79553.677285,deepspeech2,6,320
deepspeech2-481,79664.677302,deepspeech2,6,640
deepspeech2-482,79801.677326,deepspeech2,8,320
deepspeech2-483,80054.677401,deepspeech2,12,640
cifar10-484,80196.677435,cifar10,6,2048
cifar10-485,80236.677455,cifar10,12,2048
cifar10-486,80237.677465,cifar10,4,2048
cifar10-487,80557.677518,cifar10,8,2048
cifar10-488,80590.67755800001,cifar10,8,4096
cifar10-489,80613.677561,cifar10,12,4096
yolov3-490,80639.677572,yolov3,4,512
bert-491,80717.677591,bert,8,384
cifar10-492,81240.67769299999,cifar10,6,4096
cifar10-493,81421.677735,cifar10,8,2048
imagenet-494,81449.677737,imagenet,12,12800
cifar10-495,81538.677755,cifar10,4,2048
cifar10-496,81562.67775700001,cifar10,6,4096
cifar10-497,81687.67778,cifar10,6,2048
yolov3-498,82174.677864,yolov3,4,512
cifar10-499,82187.677871,cifar10,8,2048
bert-500,82537.67792,bert,16,384
cifar10-501,82737.677964,cifar10,16,4096
cifar10-502,82888.677983,cifar10,6,2048
cifar10-503,83122.678013,cifar10,12,2048
cifar10-504,84936.678188,cifar10,16,2048
deepspeech2-505,84977.67819800001,deepspeech2,8,640
deepspeech2-506,84989.678203,deepspeech2,8,640
bert-507,85015.678207,bert,12,384
bert-508,85136.678238,bert,16,192
bert-509,85235.67825499999,bert,16,192
deepspeech2-510,85425.678281,deepspeech2,8,640
deepspeech2-511,85473.67829400001,deepspeech2,8,320
bert-512,85501.67830900001,bert,6,192
cifar10-513,85506.678311,cifar10,8,4096
deepspeech2-514,85634.678363,deepspeech2,6,320
bert-515,85638.678365,bert,16,192
deepspeech2-516,85646.678366,deepspeech2,6,320
bert-517,85651.678368,bert,12,384
bert-518,85656.678373,bert,6,192
bert-519,85925.67849600001,bert,8,384
cifar10-520,86360.67870399999,cifar10,6,2048
bert-521,86367.678713,bert,12,384
deepspeech2-522,86584.678854,deepspeech2,12,320
bert-523,86594.678865,bert,8,384
bert-524,86662.67893099999,bert,12,384
deepspeech2-525,86670.678938,deepspeech2,8,320
deepspeech2-526,86717.67897000001,deepspeech2,12,320
bert-527,86764.679011,bert,6,384
bert-528,86945.679167,bert,8,192
deepspeech2-529,86950.679174,deepspeech2,12,640
deepspeech2-530,86958.67917999999,deepspeech2,8,320
cifar10-531,87017.679226,cifar10,12,4096
cifar10-532,87095.679252,cifar10,6,2048
cifar10-533,87114.679261,cifar10,8,2048
cifar10-534,87190.679288,cifar10,8,2048
bert-535,87212.679294,bert,16,192
deepspeech2-536,87212.67929500001,deepspeech2,12,640
cifar10-537,87278.679322,cifar10,16,4096
cifar10-538,87457.67936000001,cifar10,8,2048
cifar10-539,87739.67946900001,cifar10,16,4096
cifar10-540,87757.679475,cifar10,6,2048
cifar10-541,87780.67948400001,cifar10,16,4096
cifar10-542,87800.67949,cifar10,10,4096
cifar10-543,87802.67949299999,cifar10,8,2048
cifar10-544,87816.679496,cifar10,8,4096
bert-545,88077.679562,bert,6,192
cifar10-546,88108.679571,cifar10,10,2048
cifar10-547,88123.679575,cifar10,10,2048
cifar10-548,88226.67962000001,cifar10,8,2048
cifar10-549,88274.679636,cifar10,4,2048
cifar10-550,88344.679668,cifar10,4,4096
cifar10-551,88350.679672,cifar10,8,4096
cifar10-552,88462.679735,cifar10,10,2048
cifar10-553,88571.679764,cifar10,8,2048
cifar10-554,88575.67977100001,cifar10,10,2048
cifar10-555,88611.67979299999,cifar10,6,2048
cifar10-556,88675.679811,cifar10,8,4096
cifar10-557,88706.679822,cifar10,12,4096
cifar10-558,88811.679854,cifar10,6,2048
cifar10-559,88883.679876,cifar10,8,2048
cifar10-560,88931.679887,cifar10,12,4096
cifar10-561,89005.679909,cifar10,4,2048
cifar10-562,89051.67993099999,cifar10,8,4096
bert-563,89131.679959,bert,12,384
cifar10-564,89432.680072,cifar10,12,4096
bert-565,89496.680102,bert,12,384
cifar10-566,89498.68010299999,cifar10,8,4096
bert-567,89801.680169,bert,16,384
bert-568,90670.680281,bert,12,384
cifar10-569,91216.680375,cifar10,6,4096
deepspeech2-570,91232.68037999999,deepspeech2,6,640
deepspeech2-571,91243.680382,deepspeech2,6,640
deepspeech2-572,91248.680383,deepspeech2,8,640
deepspeech2-573,91328.680414,deepspeech2,6,320
bert-574,91347.68041900001,bert,6,192
deepspeech2-575,91424.680433,deepspeech2,12,640
bert-576,91459.68044400001,bert,6,384
bert-577,92440.680551,bert,12,384
yolov3-578,93027.680656,yolov3,4,512
deepspeech2-579,93066.680677,deepspeech2,8,320
bert-580,93126.680706,bert,8,192
cifar10-581,93217.680737,cifar10,12,4096
cifar10-582,93271.68075,cifar10,16,2048
deepspeech2-583,93376.680779,deepspeech2,8,320
cifar10-584,93467.680818,cifar10,6,4096
cifar10-585,93473.680826,cifar10,8,2048
cifar10-586,93744.680871,cifar10,12,4096
cifar10-587,93835.680901,cifar10,10,2048
deepspeech2-588,94260.680947,deepspeech2,12,640
yolov3-589,95492.68100499999,yolov3,4,256
cifar10-590,95688.681023,cifar10,4,2048
cifar10-591,95700.681026,cifar10,6,4096
cifar10-592,96369.68110599999,cifar10,4,2048
cifar10-593,96708.681134,cifar10,12,2048
cifar10-594,96974.681164,cifar10,10,2048
deepspeech2-595,97147.68117899999,deepspeech2,6,320
cifar10-596,99732.68132799999,cifar10,6,2048
deepspeech2-597,100320.68136900001,deepspeech2,6,640
cifar10-598,100549.681415,cifar10,12,2048
bert-599,102329.68153,bert,6,384
cifar10-600,102336.681536,cifar10,16,2048
yolov3-601,102405.681549,yolov3,4,256
cifar10-602,102417.681552,cifar10,4,4096
